,word,wordcount_before,percentage_before,wordcount_onafter,percentage_onafter,wordcount_difference,percentage_difference
62,page,916,0.002562488635251,394,0.0026595565155759,-522,3.7880316419585593
63,cutandpasted,901,0.0025205264851104,393,0.0026528063721354,-508,5.248105417912555
64,pochoir,891,0.00249255171835,388,0.0026190556549326,-503,5.075278304208741
65,eight,871,0.0024366021848292,387,0.0026123055114921,-484,7.2109976653910115
66,illustration,801,0.0022407788175066,363,0.0024503020689189,-438,9.35046555132311
67,steel,784,0.0021932217140139,363,0.0024503020689189,-421,11.721585340066099
68,block,776,0.0021708419006056,356,0.0024030510648351,-420,10.696733104549022
69,printingoutpaper,772,0.0021596519939015,352,0.0023760504910729,-420,10.020063314944887
70,line,761,0.002128879750465,349,0.0023558000607512,-412,10.65914174986329
71,paint,759,0.002123284797113,348,0.0023490499173107,-411,10.632823279508674
72,video,744,0.0020813226469724,337,0.0022747983394647,-407,9.29580489472594
73,suite,722,0.0020197781600995,330,0.0022275473353808,-392,10.28673244348105
74,series,722,0.0020197781600995,329,0.0022207971919403,-393,9.952530223957734
75,seven,720,0.0020141832067475,320,0.0021600459009753,-400,7.241778887797361
76,white,698,0.0019526387198746,312,0.002106044753451,-386,7.856344955929778
77,box,691,0.0019330563831424,307,0.0020722940362482,-384,7.202979401948609
78,poster,689,0.0019274614297903,300,0.0020250430321644,-389,5.06270065205488
79,nine,677,0.0018938917096778,295,0.0019912923149616,-382,5.142881442802795
80,soft,660,0.0018463346061852,291,0.0019642917411995,-369,6.388719283013228
81,sound,659,0.0018435371295091,276,0.0018630395895912,-383,1.0578826848631568
82,title,652,0.0018239547927769,272,0.001836039015829,-380,0.6625286492820553
83,negative,651,0.0018211573161008,269,0.0018157885855074,-382,-0.29479773910442403
84,embossing,642,0.0017959800260165,265,0.0017887880117452,-377,-0.4004506824751195
85,charcoal,628,0.0017568153525519,261,0.001761787437983,-367,0.2830169615650173
86,twelve,624,0.0017456254458478,259,0.0017482871511019,-365,0.15247860074628652
87,metal,623,0.0017428279691718,257,0.0017347868642208,-366,-0.4613825973209038
88,relief,616,0.0017232456324395,254,0.0017145364338992,-362,-0.5053950740598104
89,roulette,594,0.0016617011455666,253,0.0017077862904586,-341,2.7733714341447437
90,mm,593,0.0016589036688906,249,0.0016807857166964,-344,1.3190668160034769
91,film,591,0.0016533087155385,246,0.0016605352863748,-345,0.43709748629409895
92,painted,587,0.0016421188088344,242,0.0016335347126126,-345,-0.5227451372957006
93,eleven,548,0.0015330172184689,235,0.0015862837085288,-313,3.4746178593544967
94,felttip,537,0.0015022449750325,232,0.0015660332782071,-305,4.246198471938303
95,transfer,519,0.0014518903948638,228,0.0015390327044449,-291,6.001989536494918
96,sheet,518,0.0014490929181877,224,0.0015120321306827,-294,4.343352431375802
97,synthetic,512,0.0014323080581315,222,0.0014985318438016,-290,4.623571395422531
98,card,509,0.0014239156281034,219,0.00147828141348,-290,3.8180482258638473
99,eighteen,503,0.0014071307680472,213,0.0014377805528367,-290,2.1781760079083137
100,graphite,496,0.0013875484313149,211,0.0014242802659556,-285,2.6472470302093423
101,polymer,495,0.0013847509546389,211,0.0014242802659556,-284,2.8546152060251178
102,media,491,0.0013735610479347,209,0.0014107799790745,-282,2.7096670508939438
103,photolithograph,491,0.0013735610479347,208,0.001404029835634,-283,2.2182332372567735
104,twenty,482,0.0013483837578504,200,0.0013500286881096,-282,0.12199273757364179
105,platinum,481,0.0013455862811743,198,0.0013365284012285,-283,-0.6731548970531265
106,chine,453,0.0012672569342453,189,0.0012757771102635,-264,0.6723321678467699
107,matte,448,0.0012532695508651,188,0.001269026966823,-260,1.2573046195068769
108,mounted,430,0.0012029149706964,181,0.0012217759627392,-249,1.5679405861813216
109,lift,423,0.0011833326339641,179,0.0012082756758581,-244,2.1078639410494477
110,album,416,0.0011637502972318,178,0.0012015255324175,-238,3.2459914532830223
111,transparentized,408,0.0011413704838235,175,0.0011812751020959,-233,3.496202051653087
112,plate,389,0.0010882184269788,173,0.0011677748152148,-216,7.310700339533032
113,various,383,0.0010714335669226,171,0.0011542745283337,-212,7.731787015879863
114,doublesided,382,0.0010686360902465,169,0.0011407742414526,-213,6.750488015940041
115,fifteen,364,0.0010182815100779,166,0.0011205238111309,-198,10.040671468656868
116,halftone,357,0.0009986991733456,161,0.0010867730939282,-196,8.818863871445489
117,aluminum,356,0.0009959016966696,160,0.0010800229504876,-196,8.44674269552008
118,label,348,0.0009735218832612,156,0.0010530223767255,-192,8.166276981672082
119,photocopies,345,0.0009651294532331,152,0.0010260218029633,-193,6.309241680089224
120,postcard,340,0.0009511420698529,152,0.0010260218029633,-188,7.872612881268158
121,silkscreen,329,0.0009203698264165,145,0.0009787707988794,-184,6.345381039955076
122,object,328,0.0009175723497405,144,0.0009720206554389,-184,5.933952315999779
123,colophon,327,0.0009147748730644,144,0.0009720206554389,-183,6.257909356728677
124,ballpoint,322,0.0009007874896843,144,0.0009720206554389,-178,7.907876893313115
125,envelope,317,0.0008868001063041,143,0.0009652705119983,-174,8.848714060403038
126,photograph,314,0.0008784076762759,143,0.0009652705119983,-171,9.88866992723288
127,stamped,309,0.0008644202928958,143,0.0009652705119983,-166,11.666803744814077
128,folder,302,0.0008448379561635,143,0.0009652705119983,-159,14.255107142877103
129,twentytwo,300,0.0008392430028114,142,0.0009585203685578,-158,14.212494515513372
130,journal,300,0.0008392430028114,138,0.0009315197947956,-162,10.995241148878188
131,twentyeight,297,0.0008308505727833,135,0.0009112693644739,-162,9.679092044337384
132,rubber,295,0.0008252556194312,133,0.0008977690775928,-162,8.78678756669106
133,artist,294,0.0008224581427552,132,0.0008910189341523,-162,8.336082754001838
134,stamp,291,0.0008140657127271,131,0.0008842687907118,-160,8.6237605745022
135,collé,290,0.000811268236051,130,0.0008775186472712,-160,8.166276981665918
136,collaged,288,0.000805673282699,127,0.0008572682169496,-161,6.403952490239884
137,collagraph,286,0.0008000783293469,126,0.000850518073509,-160,6.304350750666339
138,dye,284,0.0007944833759948,125,0.0008437679300685,-159,6.2033461697029395
139,cotton,279,0.0007804959926146,123,0.0008302676431874,-156,6.376925832260707
140,acetate,277,0.0007749010392625,122,0.0008235174997468,-155,6.273892796758923
141,cardboard,276,0.0007721035625865,122,0.0008235174997468,-154,6.65894313297383
142,silent,275,0.0007693060859105,119,0.0008032670694252,-156,4.414495626211772
143,00,275,0.0007693060859105,119,0.0008032670694252,-156,4.414495626211772
144,stencil,271,0.0007581161792063,119,0.0008032670694252,-152,5.9556689933949505
145,thirteen,269,0.0007525212258542,116,0.0007830166391035,-153,4.052432303777771
146,pastel,269,0.0007525212258542,115,0.000776266495663,-154,3.155428577027358
147,back,266,0.0007441287958261,114,0.0007695163522224,-152,3.4117153560917926
148,fabric,265,0.0007413313191501,113,0.0007627662087819,-152,2.8914048385779783
149,sixteen,265,0.0007413313191501,112,0.0007560160653413,-153,1.9808614329197987
150,tempera,265,0.0007413313191501,111,0.0007492659219008,-154,1.070318027275118
151,typewriting,264,0.000738533842474,110,0.0007425157784602,-154,0.5391677073133035
152,rubberstamped,262,0.000732938889122,110,0.0007425157784602,-152,1.3066422699540834
153,glazed,260,0.0007273439357699,107,0.0007222653481386,-153,-0.6982374337010557
154,mixed,245,0.0006853817856293,107,0.0007222653481386,-138,5.381462315260461
155,graph,243,0.0006797868322772,106,0.000715515204698,-137,5.255820019507359
156,bronze,242,0.0006769893556012,106,0.000715515204698,-136,5.690761424540738
157,acrylic,238,0.000665799448897,104,0.000702014917817,-134,5.439396049365393
158,transferred,236,0.000660204495545,102,0.0006885146309359,-134,4.288085825215406
159,paperboard,234,0.0006546095421929,102,0.0006885146309359,-132,5.179436986118495
160,notebook,229,0.0006406221588127,102,0.0006885146309359,-127,7.4759312434589775
161,salted,228,0.0006378246821367,101,0.0006817644874953,-127,6.889009878294836
162,set,224,0.0006266347754325,101,0.0006817644874953,-123,8.797742197558325
163,photolithographic,223,0.0006238372987565,101,0.0006817644874953,-122,9.285624449558668
164,periodical,221,0.0006182423454044,100,0.0006750143440548,-121,9.182806559984932
165,vellum,220,0.0006154448687284,99,0.0006682642006142,-121,8.58230112388986
166,stainless,210,0.000587470101968,97,0.0006547639137331,-113,11.454848772672609
167,multiple,210,0.000587470101968,97,0.0006547639137331,-113,11.454848772672609
168,fifty,207,0.0005790776719399,96,0.0006480137702926,-111,11.904464926400168
169,conté,207,0.0005790776719399,95,0.000641263626852,-112,10.738793416741167
170,thirtyone,199,0.0005566978585316,93,0.0006277633399709,-106,12.765538855627936
171,tape,195,0.0005455079518274,92,0.0006210131965304,-103,13.8412729732105
172,fourteen,193,0.0005399129984753,92,0.0006210131965304,-101,15.020975283818853
173,porcelain,192,0.0005371155217993,92,0.0006210131965304,-100,15.620042863413936
174,nineteen,188,0.0005259256150951,91,0.0006142630530898,-97,16.796565038713034
175,hand,185,0.000517533185067,91,0.0006142630530898,-94,18.690563390689118
176,twentyfour,185,0.000517533185067,90,0.0006075129096493,-95,17.386271485306068
177,wash,184,0.000514735708391,89,0.0006007627662087,-95,16.712859903698906
178,twentyseven,184,0.000514735708391,89,0.0006007627662087,-95,16.712859903698906
179,twentysix,182,0.0005091407550389,88,0.0005940126227682,-94,16.669627581240363
180,calotype,182,0.0005091407550389,88,0.0005940126227682,-94,16.669627581240363
181,duplicate,178,0.0004979508483348,86,0.0005805123358871,-92,16.58024839768709
182,c,175,0.0004895584183066,86,0.0005805123358871,-89,18.578766941668118
183,seventeen,175,0.0004895584183066,85,0.0005737621924465,-90,17.199944070242697
184,inkjet,174,0.0004867609416306,82,0.0005535117621249,-92,13.713265544826061
185,vinyl,171,0.0004783685116025,82,0.0005535117621249,-89,15.70823511578459
186,plywood,168,0.0004699760815744,81,0.0005467616186843,-87,16.33817977559021
187,pigmented,168,0.0004699760815744,81,0.0005467616186843,-87,16.33817977559021
188,appliqué,167,0.0004671786048983,80,0.0005400114752438,-87,15.589941316202815
189,design,163,0.0004559886981942,80,0.0005400114752438,-83,18.426504293274334
190,record,162,0.0004531912215181,79,0.0005332613318033,-83,17.66806294636096
191,photocopy,158,0.000442001314814,79,0.0005332613318033,-79,20.647001248786665
192,variant,156,0.0004364063614619,79,0.0005332613318033,-77,22.193757675059896
193,metallic,155,0.0004336088847859,79,0.0005332613318033,-76,22.982104498759224
194,linen,151,0.0004224189780817,79,0.0005332613318033,-72,26.23990859145587
195,confirm,150,0.0004196215014057,79,0.0005332613318033,-71,27.08150798205413
196,chromeplated,148,0.0004140265480536,79,0.0005332613318033,-69,28.79882565749476
197,wire,146,0.0004084315947015,78,0.0005265111883627,-68,28.91049448500619
198,cloth,143,0.0004000391646734,78,0.0005265111883627,-65,31.614910453218826
199,exhibition,142,0.0003972416879974,78,0.0005265111883627,-64,32.5417760197782
200,intaglio,142,0.0003972416879974,77,0.0005197610449222,-65,30.84252248107501
201,brass,141,0.0003944442113213,77,0.0005197610449222,-64,31.770483633443757
202,note,139,0.0003888492579693,76,0.0005130109014816,-63,31.930533739658756
203,copy,136,0.0003804568279411,76,0.0005130109014816,-60,34.84076610159333
204,plexiglas,136,0.0003804568279411,74,0.0004995106146005,-62,31.292324888392127
205,wool,133,0.000372064397913,74,0.0004995106146005,-59,34.25380590090774
206,diazotype,128,0.0003580770145328,73,0.00049276047116,-55,37.612985799417444
207,lithography,126,0.0003524820611808,73,0.00049276047116,-53,39.79731890731495
208,table,126,0.0003524820611808,73,0.00049276047116,-53,39.79731890731495
209,paper\r\n,125,0.0003496845845047,72,0.0004860103277194,-53,38.98534543860273
210,smooth,124,0.0003468871078287,71,0.0004792601842789,-53,38.16027562360967
211,leather,123,0.0003440896311527,71,0.0004792601842789,-52,39.283529896957006
212,inch,122,0.0003412921544766,70,0.0004725100408383,-52,38.44737848220788
213,plaster,120,0.0003356972011245,70,0.0004725100408383,-50,40.75483479025499
214,chalk,119,0.0003328997244485,69,0.0004657598973978,-50,39.909967834729656
215,folded,117,0.0003273047710964,69,0.0004657598973978,-48,42.3015912165305
216,thirtytwo,116,0.0003245072944204,69,0.0004657598973978,-47,43.52832907182879
217,fiftysix,116,0.0003245072944204,69,0.0004657598973978,-47,43.52832907182879
218,iron,115,0.0003217098177443,68,0.0004590097539572,-47,42.67819278118151
219,material,114,0.0003189123410683,67,0.0004522596105167,-47,41.813141818755035
220,frame,114,0.0003189123410683,67,0.0004522596105167,-47,41.813141818755035
221,marker,114,0.0003189123410683,66,0.0004455094670761,-48,39.6965277617423
222,handwritten,113,0.0003161148643923,64,0.000432009180195,-49,36.66208991010134
223,diecut,113,0.0003161148643923,63,0.0004252590367545,-50,34.52674475527084
224,felttipped,112,0.0003133173877162,63,0.0004252590367545,-49,35.72787640489832
225,twentyone,111,0.0003105199110402,63,0.0004252590367545,-48,36.95065006618715
226,carbon,111,0.0003105199110402,62,0.0004185088933139,-49,34.776830223849856
227,serigraph,110,0.0003077224343642,62,0.0004185088933139,-48,36.00207413495905
228,monotype,110,0.0003077224343642,61,0.0004117587498734,-49,33.80849229408781
229,enamel,109,0.0003049249576881,61,0.0004117587498734,-48,35.03609314084996
230,panel,108,0.0003021274810121,59,0.0003982584629923,-49,31.818019882921543
231,bulletins,104,0.0002909375743079,58,0.0003915083195517,-46,34.56780908517704
232,pasted,104,0.0002909375743079,57,0.0003847581761112,-47,32.24767444579345
233,thirty,102,0.0002853426209558,57,0.0003847581761112,-45,34.84076610160513
234,super,100,0.0002797476676038,57,0.0003847581761112,-43,37.53758142360062
235,photostat,100,0.0002797476676038,57,0.0003847581761112,-43,37.53758142360062
236,piece,99,0.0002769501909277,56,0.0003780080326706,-43,36.48953676629958
237,slipcase,98,0.0002741527142517,56,0.0003780080326706,-42,37.882287141447115
238,photomontage,96,0.0002685577608996,56,0.0003780080326706,-40,40.754834790240096
239,typographic,95,0.0002657602842236,56,0.0003780080326706,-39,42.2364646301173
240,wetcollodion,94,0.0002629628075475,55,0.0003712578892301,-39,41.18266103583421
241,type,92,0.0002573678541955,55,0.0003712578892301,-37,44.25184931918016
242,gravure,92,0.0002573678541955,54,0.0003645077457895,-38,41.62908842244731
243,eightysix,91,0.0002545703775194,54,0.0003645077457895,-37,43.185452031520065
244,cast,91,0.0002545703775194,54,0.0003645077457895,-37,43.185452031520065
245,woodburytype,89,0.0002489754241674,54,0.0003645077457895,-35,46.403102638926
246,wove,89,0.0002489754241674,54,0.0003645077457895,-35,46.403102638926
247,eighty,88,0.0002461779474913,53,0.000357757602349,-35,45.32479695877036
248,newspaper,86,0.0002405829941392,53,0.000357757602349,-33,48.70444339968743
249,booklet,85,0.0002377855174632,53,0.000357757602349,-32,50.45390743966022
250,flocking,85,0.0002377855174632,52,0.0003510074589085,-33,47.61515446912043
251,lettering,83,0.0002321905641111,52,0.0003510074589085,-31,51.17214614309121
252,verso,83,0.0002321905641111,52,0.0003510074589085,-31,51.17214614309121
253,molded,81,0.000226595610759,52,0.0003510074589085,-29,54.90479172688853
254,thirtynine,80,0.000223798134083,52,0.0003510074589085,-28,56.84110162344869
255,red,80,0.000223798134083,51,0.0003442573154679,-29,53.82492659220532
256,x,79,0.000221000657407,51,0.0003442573154679,-28,55.77207756170049
257,thirtyeight,79,0.000221000657407,50,0.0003375071720274,-29,52.71772309972766
258,blue,78,0.0002182031807309,49,0.0003307570285868,-29,51.58212977413355
259,brown,78,0.0002182031807309,48,0.0003240068851463,-30,48.48861692162171
260,copper,78,0.0002182031807309,48,0.0003240068851463,-30,48.48861692162171
261,screenprinted,78,0.0002182031807309,48,0.0003240068851463,-30,48.48861692162171
262,lineblock,78,0.0002182031807309,48,0.0003240068851463,-30,48.48861692162171
263,pressuresensitive,78,0.0002182031807309,48,0.0003240068851463,-30,48.48861692162171
264,bolts,77,0.0002154057040549,47,0.0003172567417057,-30,47.28335217383168
265,recto,77,0.0002154057040549,46,0.0003105065982652,-31,44.14966382972935
266,silk,77,0.0002154057040549,46,0.0003105065982652,-31,44.14966382972935
267,gum,77,0.0002154057040549,46,0.0003105065982652,-31,44.14966382972935
268,tubular,77,0.0002154057040549,46,0.0003105065982652,-31,44.14966382972935
269,parts,75,0.0002098107507028,45,0.0003037564548246,-30,44.776401498546406
270,instant,75,0.0002098107507028,45,0.0003037564548246,-30,44.776401498546406
271,contents,75,0.0002098107507028,45,0.0003037564548246,-30,44.776401498546406
272,broadside,74,0.0002070132740268,44,0.0002970063113841,-30,43.47210959315075
273,seventytwo,73,0.0002042157973507,44,0.0002970063113841,-29,45.43748095748476
274,zinc,72,0.0002014183206747,44,0.0002970063113841,-28,47.457445970756076
275,palladium,70,0.0001958233673226,44,0.0002970063113841,-26,51.670515855654195
276,blown,70,0.0001958233673226,44,0.0002970063113841,-26,51.670515855654195
277,stone,70,0.0001958233673226,43,0.0002902561679435,-27,48.22345867708992
278,photomechanical,70,0.0001958233673226,42,0.000283506024503,-28,44.77640149857669
279,inkless,70,0.0001958233673226,42,0.000283506024503,-28,44.77640149857669
280,photographic,69,0.0001930258906466,42,0.000283506024503,-27,46.8746102159191
281,gold,69,0.0001930258906466,41,0.0002767558810624,-28,43.377595686941525
282,sixtyeight,69,0.0001930258906466,41,0.0002767558810624,-28,43.377595686941525
283,slide,67,0.0001874309372945,40,0.0002700057376219,-27,44.05612089409484
284,ivory,67,0.0001874309372945,40,0.0002700057376219,-27,44.05612089409484
285,nylon,67,0.0001874309372945,39,0.0002632555941813,-28,40.454717871714436
286,laminated,66,0.0001846334606185,39,0.0002632555941813,-27,42.58281965762068
287,polyethylene,66,0.0001846334606185,38,0.0002565054507408,-28,38.92684992283491
288,abs,66,0.0001846334606185,38,0.0002565054507408,-28,38.92684992283491
289,photo,66,0.0001846334606185,38,0.0002565054507408,-28,38.92684992283491
290,twentyfive,65,0.0001818359839424,38,0.0002565054507408,-27,41.06418607554211
291,foam,65,0.0001818359839424,38,0.0002565054507408,-27,41.06418607554211
292,case,64,0.0001790385072664,38,0.0002565054507408,-26,43.26831398294292
293,ornament,64,0.0001790385072664,38,0.0002565054507408,-26,43.26831398294292
294,presstype,64,0.0001790385072664,37,0.0002497553073002,-27,39.498095193888695
295,resin,63,0.0001762410305904,37,0.0002497553073002,-26,41.71235067312661
296,enameled,63,0.0001762410305904,37,0.0002497553073002,-26,41.71235067312661
297,overlay,62,0.0001734435539143,37,0.0002497553073002,-25,43.998033748551016
298,string,60,0.0001678486005622,37,0.0002497553073002,-23,48.797968206858926
299,thirtyfour,58,0.0001622536472102,37,0.0002497553073002,-21,53.92893262771553
300,ceramic,58,0.0001622536472102,37,0.0002497553073002,-21,53.92893262771553
301,blind,58,0.0001622536472102,36,0.0002430051638597,-22,49.768691205373166
302,thread,57,0.0001594561705341,35,0.0002362550204191,-22,48.16298398974557
303,score,57,0.0001594561705341,35,0.0002362550204191,-22,48.16298398974557
304,volume,57,0.0001594561705341,35,0.0002362550204191,-22,48.16298398974557
305,lacquered,57,0.0001594561705341,35,0.0002362550204191,-22,48.16298398974557
306,polyester,56,0.0001566586938581,35,0.0002362550204191,-21,50.80875156095558
307,\r\n,56,0.0001566586938581,34,0.0002295048769786,-22,46.49993008781461
308,gray,56,0.0001566586938581,34,0.0002295048769786,-22,46.49993008781461
309,fiftytwo,56,0.0001566586938581,34,0.0002295048769786,-22,46.49993008781461
310,newsprint,55,0.0001538612171821,34,0.0002295048769786,-21,49.16356518028396
311,casing,55,0.0001538612171821,34,0.0002295048769786,-21,49.16356518028396
312,casein,55,0.0001538612171821,34,0.0002295048769786,-21,49.16356518028396
313,etched,54,0.000151063740506,33,0.000222754733538,-21,47.45744597073085
314,bichromate,54,0.000151063740506,33,0.000222754733538,-21,47.45744597073085
315,base,54,0.000151063740506,33,0.000222754733538,-21,47.45744597073085
316,stapled,54,0.000151063740506,33,0.000222754733538,-21,47.45744597073085
317,cream,54,0.000151063740506,33,0.000222754733538,-21,47.45744597073085
318,birch,53,0.00014826626383,33,0.000222754733538,-20,50.23966193240522
319,brush,53,0.00014826626383,33,0.000222754733538,-20,50.23966193240522
320,ozalid,53,0.00014826626383,33,0.000222754733538,-20,50.23966193240522
321,embossed,52,0.0001454687871539,33,0.000222754733538,-19,53.12888620040164
322,polaroid,52,0.0001454687871539,33,0.000222754733538,-19,53.12888620040164
323,rod,51,0.0001426713104779,32,0.0002160045900975,-19,51.40015842986136
324,sand,51,0.0001426713104779,32,0.0002160045900975,-19,51.40015842986136
325,wooden,51,0.0001426713104779,32,0.0002160045900975,-19,51.40015842986136
326,wax,51,0.0001426713104779,32,0.0002160045900975,-19,51.40015842986136
327,applied,50,0.0001398738338019,32,0.0002160045900975,-18,54.42816159841747
328,mylar,50,0.0001398738338019,31,0.0002092544466569,-19,49.60228154842894
329,process,50,0.0001398738338019,31,0.0002092544466569,-19,49.60228154842894
330,torn,49,0.0001370763571258,31,0.0002092544466569,-18,52.65538933520062
331,lithographic,49,0.0001370763571258,31,0.0002092544466569,-18,52.65538933520062
332,photoetching,49,0.0001370763571258,30,0.0002025043032164,-19,47.73102193732388
333,rayon,49,0.0001370763571258,30,0.0002025043032164,-19,47.73102193732388
334,oak,48,0.0001342788804498,29,0.0001957541597758,-19,45.781793175571245
335,fortysix,48,0.0001342788804498,29,0.0001957541597758,-19,45.781793175571245
336,cellophane,48,0.0001342788804498,29,0.0001957541597758,-19,45.781793175571245
337,fortytwo,48,0.0001342788804498,29,0.0001957541597758,-19,45.781793175571245
338,bound,48,0.0001342788804498,29,0.0001957541597758,-19,45.781793175571245
339,lead,47,0.0001314814037737,29,0.0001957541597758,-18,48.883533455973335
340,crystal,47,0.0001314814037737,29,0.0001957541597758,-18,48.883533455973335
341,lined,47,0.0001314814037737,28,0.0001890040163353,-19,43.749618509249714
342,cardstock,47,0.0001314814037737,28,0.0001890040163353,-19,43.749618509249714
343,daguerreotype,46,0.0001286839270977,28,0.0001890040163353,-18,46.87461021593124
344,marble,46,0.0001286839270977,28,0.0001890040163353,-18,46.87461021593124
345,lacquer,46,0.0001286839270977,27,0.0001822538728947,-19,41.62908842246349
346,felt,46,0.0001286839270977,27,0.0001822538728947,-19,41.62908842246349
347,mirror,45,0.0001258864504217,27,0.0001822538728947,-18,44.77640149847572
348,correction,45,0.0001258864504217,27,0.0001822538728947,-18,44.77640149847572
349,mailed,45,0.0001258864504217,27,0.0001822538728947,-18,44.77640149847572
350,frottage,45,0.0001258864504217,27,0.0001822538728947,-18,44.77640149847572
351,forty,45,0.0001258864504217,26,0.0001755037294542,-19,39.41431255412305
352,light,45,0.0001258864504217,26,0.0001755037294542,-19,39.41431255412305
353,fluid,44,0.0001230889737456,26,0.0001755037294542,-18,42.58281965769793
354,bag,44,0.0001230889737456,26,0.0001755037294542,-18,42.58281965769793
355,mezzotint,44,0.0001230889737456,26,0.0001755037294542,-18,42.58281965769793
356,varnish,44,0.0001230889737456,26,0.0001755037294542,-18,42.58281965769793
357,perforated,44,0.0001230889737456,26,0.0001755037294542,-18,42.58281965769793
358,tom,43,0.0001202914970696,26,0.0001755037294542,-17,45.89869918457703
359,consilvio,43,0.0001202914970696,26,0.0001755037294542,-17,45.89869918457703
360,magnetic,43,0.0001202914970696,26,0.0001755037294542,-17,45.89869918457703
361,typewritten,43,0.0001202914970696,25,0.0001687535860137,-18,40.28721075443936
362,nail,42,0.0001174940203936,25,0.0001687535860137,-17,43.627382439023386
363,thirtysix,42,0.0001174940203936,25,0.0001687535860137,-17,43.627382439023386
364,twentythree,42,0.0001174940203936,25,0.0001687535860137,-17,43.627382439023386
365,foil,42,0.0001174940203936,24,0.0001620034425731,-18,37.88228714141819
366,ball,42,0.0001174940203936,24,0.0001620034425731,-18,37.88228714141819
367,musical,42,0.0001174940203936,24,0.0001620034425731,-18,37.88228714141819
368,xerox,42,0.0001174940203936,24,0.0001620034425731,-18,37.88228714141819
369,solvent,42,0.0001174940203936,24,0.0001620034425731,-18,37.88228714141819
370,bleach,42,0.0001174940203936,24,0.0001620034425731,-18,37.88228714141819
371,catalogue,42,0.0001174940203936,23,0.0001552532991326,-19,32.137191843898115
372,spray,41,0.0001146965437175,23,0.0001552532991326,-18,35.360050181627216
373,fiberglass,41,0.0001146965437175,23,0.0001552532991326,-18,35.360050181627216
374,bottle,41,0.0001146965437175,23,0.0001552532991326,-18,35.360050181627216
375,gesso,40,0.0001118990670415,23,0.0001552532991326,-17,38.74405143612254
376,photoengraving,40,0.0001118990670415,23,0.0001552532991326,-17,38.74405143612254
377,glitter,40,0.0001118990670415,23,0.0001552532991326,-17,38.74405143612254
378,animation,40,0.0001118990670415,22,0.000148503155692,-18,32.711701373635805
379,works,39,0.0001091015903654,22,0.000148503155692,-17,36.11456551149932
380,additional,39,0.0001091015903654,22,0.000148503155692,-17,36.11456551149932
381,blueprint,39,0.0001091015903654,22,0.000148503155692,-17,36.11456551149932
382,letter,38,0.0001063041136894,22,0.000148503155692,-16,39.696527761754766
383,laid,38,0.0001063041136894,22,0.000148503155692,-16,39.696527761754766
384,alloy,38,0.0001063041136894,22,0.000148503155692,-16,39.696527761754766
385,unknown,38,0.0001063041136894,22,0.000148503155692,-16,39.696527761754766
386,magazine,38,0.0001063041136894,22,0.000148503155692,-16,39.696527761754766
387,machine,37,0.0001035066370134,21,0.0001417530122515,-16,36.95065006618716
388,cm,37,0.0001035066370134,21,0.0001417530122515,-16,36.95065006618716
389,ornamental,37,0.0001035066370134,21,0.0001417530122515,-16,36.95065006618716
390,reel,37,0.0001035066370134,21,0.0001417530122515,-16,36.95065006618716
391,andor,37,0.0001035066370134,21,0.0001417530122515,-16,36.95065006618716
392,engraved,36,0.0001007091603373,21,0.0001417530122515,-15,40.754834790334804
393,pigment,36,0.0001007091603373,21,0.0001417530122515,-15,40.754834790334804
394,pinned,36,0.0001007091603373,21,0.0001417530122515,-15,40.754834790334804
395,frontispiece,36,0.0001007091603373,21,0.0001417530122515,-15,40.754834790334804
396,stoneware,36,0.0001007091603373,20,0.0001350028688109,-16,34.05222360979066
397,drafting,35,9.791168366133748e-05,20,0.0001350028688109,-15,37.882287141395324
398,sticker,35,9.791168366133748e-05,20,0.0001350028688109,-15,37.882287141395324
399,sleeve,35,9.791168366133748e-05,20,0.0001350028688109,-15,37.882287141395324
400,photogram,35,9.791168366133748e-05,20,0.0001350028688109,-15,37.882287141395324
401,mahogany,35,9.791168366133748e-05,20,0.0001350028688109,-15,37.882287141395324
402,veneer,35,9.791168366133748e-05,20,0.0001350028688109,-15,37.882287141395324
403,b,35,9.791168366133748e-05,20,0.0001350028688109,-15,37.882287141395324
404,screen,35,9.791168366133748e-05,20,0.0001350028688109,-15,37.882287141395324
405,pressed,35,9.791168366133748e-05,20,0.0001350028688109,-15,37.882287141395324
406,linocut,34,9.511420698529926e-05,19,0.0001282527253704,-15,34.84076610155894
407,leaf,34,9.511420698529926e-05,19,0.0001282527253704,-15,34.84076610155894
408,masking,34,9.511420698529926e-05,19,0.0001282527253704,-15,34.84076610155894
409,cassette,34,9.511420698529926e-05,19,0.0001282527253704,-15,34.84076610155894
410,tissue,34,9.511420698529926e-05,19,0.0001282527253704,-15,34.84076610155894
411,strip,34,9.511420698529926e-05,19,0.0001282527253704,-15,34.84076610155894
412,cutout,33,9.231673030926104e-05,19,0.0001282527253704,-14,38.92684992281831
413,goldtoned,33,9.231673030926104e-05,19,0.0001282527253704,-14,38.92684992281831
414,unbound,33,9.231673030926104e-05,19,0.0001282527253704,-14,38.92684992281831
415,without,33,9.231673030926104e-05,18,0.0001215025819298,-15,31.614910453139284
416,\r\n\r\n,33,9.231673030926104e-05,18,0.0001215025819298,-15,31.614910453139284
417,handle,33,9.231673030926104e-05,18,0.0001215025819298,-15,31.614910453139284
418,dry,33,9.231673030926104e-05,18,0.0001215025819298,-15,31.614910453139284
