,word,wordcount_before,percentage_before,wordcount_onafter,percentage_onafter,wordcount_difference,percentage_difference
419,pictorial,32,8.951925363322283e-05,18,0.0001215025819298,-14,35.72787640479987
420,nickelplated,32,8.951925363322283e-05,18,0.0001215025819298,-14,35.72787640479987
421,bead,32,8.951925363322283e-05,18,0.0001215025819298,-14,35.72787640479987
422,upholstery,32,8.951925363322283e-05,18,0.0001215025819298,-14,35.72787640479987
423,polyurethane,32,8.951925363322283e-05,18,0.0001215025819298,-14,35.72787640479987
424,original,32,8.951925363322283e-05,17,0.0001147524384893,-15,28.18743882680509
425,woven,32,8.951925363322283e-05,17,0.0001147524384893,-15,28.18743882680509
426,motor,32,8.951925363322283e-05,17,0.0001147524384893,-15,28.18743882680509
427,handcolored,31,8.672177695718462e-05,17,0.0001147524384893,-14,32.322517498637495
428,open,31,8.672177695718462e-05,17,0.0001147524384893,-14,32.322517498637495
429,gummed,31,8.672177695718462e-05,17,0.0001147524384893,-14,32.322517498637495
430,paper\r\nb,31,8.672177695718462e-05,17,0.0001147524384893,-14,32.322517498637495
431,stereo,31,8.672177695718462e-05,17,0.0001147524384893,-14,32.322517498637495
432,latex,30,8.39243002811464e-05,17,0.0001147524384893,-13,36.73326808192543
433,walnut,29,8.11268236051082e-05,17,0.0001147524384893,-12,41.448208360612504
434,burlap,29,8.11268236051082e-05,17,0.0001147524384893,-12,41.448208360612504
435,coated,29,8.11268236051082e-05,17,0.0001147524384893,-12,41.448208360612504
436,yellow,29,8.11268236051082e-05,17,0.0001147524384893,-12,41.448208360612504
437,map,29,8.11268236051082e-05,17,0.0001147524384893,-12,41.448208360612504
438,mesh,29,8.11268236051082e-05,17,0.0001147524384893,-12,41.448208360612504
439,green,29,8.11268236051082e-05,17,0.0001147524384893,-12,41.448208360612504
440,boxes,29,8.11268236051082e-05,17,0.0001147524384893,-12,41.448208360612504
441,polished,29,8.11268236051082e-05,17,0.0001147524384893,-12,41.448208360612504
442,head,28,7.832934692906997e-05,17,0.0001147524384893,-11,46.499930087777244
443,lid,28,7.832934692906997e-05,17,0.0001147524384893,-11,46.499930087777244
444,border,28,7.832934692906997e-05,16,0.0001080022950487,-12,37.88228714136982
445,image,28,7.832934692906997e-05,16,0.0001080022950487,-12,37.88228714136982
446,vacuumformed,28,7.832934692906997e-05,16,0.0001080022950487,-12,37.88228714136982
447,tubing,28,7.832934692906997e-05,16,0.0001080022950487,-12,37.88228714136982
448,found,27,7.553187025303177e-05,16,0.0001080022950487,-11,42.989038516976095
449,photolithographed,27,7.553187025303177e-05,16,0.0001080022950487,-11,42.989038516976095
450,letraset,27,7.553187025303177e-05,16,0.0001080022950487,-11,42.989038516976095
451,carborundum,26,7.273439357699356e-05,16,0.0001080022950487,-10,48.48861692147517
452,tube,26,7.273439357699356e-05,16,0.0001080022950487,-10,48.48861692147517
453,china,26,7.273439357699356e-05,16,0.0001080022950487,-10,48.48861692147517
454,pewter,26,7.273439357699356e-05,16,0.0001080022950487,-10,48.48861692147517
455,cork,26,7.273439357699356e-05,16,0.0001080022950487,-10,48.48861692147517
456,selfadhesive,26,7.273439357699356e-05,16,0.0001080022950487,-10,48.48861692147517
457,issue,25,6.993691690095534e-05,16,0.0001080022950487,-9,54.42816159833419
458,cord,25,6.993691690095534e-05,16,0.0001080022950487,-9,54.42816159833419
459,costume,25,6.993691690095534e-05,15,0.0001012521516082,-10,44.77640149850086
460,pulp,25,6.993691690095534e-05,15,0.0001012521516082,-10,44.77640149850086
461,thirtyfive,25,6.993691690095534e-05,15,0.0001012521516082,-10,44.77640149850086
462,melamine,25,6.993691690095534e-05,15,0.0001012521516082,-10,44.77640149850086
463,clear,25,6.993691690095534e-05,15,0.0001012521516082,-10,44.77640149850086
464,chrome,25,6.993691690095534e-05,15,0.0001012521516082,-10,44.77640149850086
465,rope,24,6.713944022491713e-05,15,0.0001012521516082,-9,50.80875156093838
466,monoprint,24,6.713944022491713e-05,15,0.0001012521516082,-9,50.80875156093838
467,performance,24,6.713944022491713e-05,15,0.0001012521516082,-9,50.80875156093838
468,clipping,24,6.713944022491713e-05,15,0.0001012521516082,-9,50.80875156093838
469,unique,24,6.713944022491713e-05,15,0.0001012521516082,-9,50.80875156093838
470,wallpaper,24,6.713944022491713e-05,15,0.0001012521516082,-9,50.80875156093838
471,tin,24,6.713944022491713e-05,15,0.0001012521516082,-9,50.80875156093838
472,shell,24,6.713944022491713e-05,15,0.0001012521516082,-9,50.80875156093838
473,welded,24,6.713944022491713e-05,14,9.450200816767357e-05,-10,40.754834790239286
474,holes,24,6.713944022491713e-05,14,9.450200816767357e-05,-10,40.754834790239286
475,chicago,23,6.434196354887891e-05,14,9.450200816767357e-05,-9,46.87461021590188
476,audio,23,6.434196354887891e-05,14,9.450200816767357e-05,-9,46.87461021590188
477,construction,23,6.434196354887891e-05,14,9.450200816767357e-05,-9,46.87461021590188
478,blade,23,6.434196354887891e-05,14,9.450200816767357e-05,-9,46.87461021590188
479,cd,23,6.434196354887891e-05,14,9.450200816767357e-05,-9,46.87461021590188
480,digital,23,6.434196354887891e-05,14,9.450200816767357e-05,-9,46.87461021590188
481,medium,23,6.434196354887891e-05,14,9.450200816767357e-05,-9,46.87461021590188
482,handpainted,23,6.434196354887891e-05,14,9.450200816767357e-05,-9,46.87461021590188
483,glassine,23,6.434196354887891e-05,14,9.450200816767357e-05,-9,46.87461021590188
484,woodblock,23,6.434196354887891e-05,14,9.450200816767357e-05,-9,46.87461021590188
485,first,23,6.434196354887891e-05,14,9.450200816767357e-05,-9,46.87461021590188
486,transparency,22,6.15444868728407e-05,14,9.450200816767357e-05,-8,53.550728862079225
487,wall,22,6.15444868728407e-05,14,9.450200816767357e-05,-8,53.550728862079225
488,toned,22,6.15444868728407e-05,13,8.775186472712546e-05,-9,42.582819657645
489,fourcolor,22,6.15444868728407e-05,13,8.775186472712546e-05,-9,42.582819657645
490,cutandtaped,22,6.15444868728407e-05,13,8.775186472712546e-05,-9,42.582819657645
491,composition,22,6.15444868728407e-05,13,8.775186472712546e-05,-9,42.582819657645
492,beech,22,6.15444868728407e-05,13,8.775186472712546e-05,-9,42.582819657645
493,glued,21,5.874701019680249e-05,13,8.775186472712546e-05,-8,49.37247773658047
494,airbrushed,21,5.874701019680249e-05,13,8.775186472712546e-05,-8,49.37247773658047
495,teak,21,5.874701019680249e-05,13,8.775186472712546e-05,-8,49.37247773658047
496,top,21,5.874701019680249e-05,13,8.775186472712546e-05,-8,49.37247773658047
497,typed,21,5.874701019680249e-05,13,8.775186472712546e-05,-8,49.37247773658047
498,sandpaper,21,5.874701019680249e-05,13,8.775186472712546e-05,-8,49.37247773658047
499,sepia,21,5.874701019680249e-05,13,8.775186472712546e-05,-8,49.37247773658047
500,fiber,21,5.874701019680249e-05,13,8.775186472712546e-05,-8,49.37247773658047
501,minutes,21,5.874701019680249e-05,13,8.775186472712546e-05,-8,49.37247773658047
502,borosilicate,21,5.874701019680249e-05,13,8.775186472712546e-05,-8,49.37247773658047
503,folio,21,5.874701019680249e-05,13,8.775186472712546e-05,-8,49.37247773658047
504,powder,20,5.594953352076427e-05,13,8.775186472712546e-05,-7,56.84110162340949
505,lenticular,20,5.594953352076427e-05,13,8.775186472712546e-05,-7,56.84110162340949
506,incised,20,5.594953352076427e-05,13,8.775186472712546e-05,-7,56.84110162340949
507,stock,20,5.594953352076427e-05,13,8.775186472712546e-05,-7,56.84110162340949
508,airbrush,20,5.594953352076427e-05,13,8.775186472712546e-05,-7,56.84110162340949
509,cane,20,5.594953352076427e-05,13,8.775186472712546e-05,-7,56.84110162340949
510,twine,20,5.594953352076427e-05,13,8.775186472712546e-05,-7,56.84110162340949
511,concrete,20,5.594953352076427e-05,12,8.100172128657735e-05,-8,44.77640149853185
512,000,20,5.594953352076427e-05,12,8.100172128657735e-05,-8,44.77640149853185
513,diecast,19,5.315205684472606e-05,12,8.100172128657735e-05,-7,52.396212103717744
514,vhs,19,5.315205684472606e-05,12,8.100172128657735e-05,-7,52.396212103717744
515,polystyrene,19,5.315205684472606e-05,12,8.100172128657735e-05,-7,52.396212103717744
516,alkyd,19,5.315205684472606e-05,12,8.100172128657735e-05,-7,52.396212103717744
517,insert,19,5.315205684472606e-05,12,8.100172128657735e-05,-7,52.396212103717744
518,bulb,19,5.315205684472606e-05,12,8.100172128657735e-05,-7,52.396212103717744
519,scroll,19,5.315205684472606e-05,12,8.100172128657735e-05,-7,52.396212103717744
520,dust,19,5.315205684472606e-05,12,8.100172128657735e-05,-7,52.396212103717744
521,interior,19,5.315205684472606e-05,12,8.100172128657735e-05,-7,52.396212103717744
522,prints\r\n,19,5.315205684472606e-05,12,8.100172128657735e-05,-7,52.396212103717744
523,seat,19,5.315205684472606e-05,12,8.100172128657735e-05,-7,52.396212103717744
524,band,19,5.315205684472606e-05,12,8.100172128657735e-05,-7,52.396212103717744
525,sewn,18,5.035458016868784e-05,12,8.100172128657735e-05,-6,60.86266833170208
526,wrapped,18,5.035458016868784e-05,12,8.100172128657735e-05,-6,60.86266833170208
527,polacolor,18,5.035458016868784e-05,12,8.100172128657735e-05,-6,60.86266833170208
528,bent,18,5.035458016868784e-05,12,8.100172128657735e-05,-6,60.86266833170208
529,platinumpalladium,18,5.035458016868784e-05,12,8.100172128657735e-05,-6,60.86266833170208
530,scorper,18,5.035458016868784e-05,11,7.425157784602922e-05,-7,47.45744597072689
531,fiberglassreinforced,18,5.035458016868784e-05,11,7.425157784602922e-05,-7,47.45744597072689
532,untitled,18,5.035458016868784e-05,11,7.425157784602922e-05,-7,47.45744597072689
533,mulberry,17,4.755710349264963e-05,11,7.425157784602922e-05,-6,56.13141338076962
534,corrugated,17,4.755710349264963e-05,11,7.425157784602922e-05,-6,56.13141338076962
535,vinylcovered,17,4.755710349264963e-05,11,7.425157784602922e-05,-6,56.13141338076962
536,stained,17,4.755710349264963e-05,11,7.425157784602922e-05,-6,56.13141338076962
537,covered,17,4.755710349264963e-05,11,7.425157784602922e-05,-6,56.13141338076962
538,anodized,17,4.755710349264963e-05,11,7.425157784602922e-05,-6,56.13141338076962
539,electric,17,4.755710349264963e-05,11,7.425157784602922e-05,-6,56.13141338076962
540,music,17,4.755710349264963e-05,11,7.425157784602922e-05,-6,56.13141338076962
541,opaque,17,4.755710349264963e-05,11,7.425157784602922e-05,-6,56.13141338076962
542,finish,17,4.755710349264963e-05,11,7.425157784602922e-05,-6,56.13141338076962
543,beechwood,17,4.755710349264963e-05,11,7.425157784602922e-05,-6,56.13141338076962
544,chromed,17,4.755710349264963e-05,11,7.425157784602922e-05,-6,56.13141338076962
545,nickel,17,4.755710349264963e-05,11,7.425157784602922e-05,-6,56.13141338076962
546,art,16,4.4759626816611415e-05,10,6.750143440548111e-05,-6,50.80875156097066
547,proof,16,4.4759626816611415e-05,10,6.750143440548111e-05,-6,50.80875156097066
548,high,16,4.4759626816611415e-05,10,6.750143440548111e-05,-6,50.80875156097066
549,rock,16,4.4759626816611415e-05,10,6.750143440548111e-05,-6,50.80875156097066
550,rosewood,16,4.4759626816611415e-05,10,6.750143440548111e-05,-6,50.80875156097066
551,electrostatic,16,4.4759626816611415e-05,10,6.750143440548111e-05,-6,50.80875156097066
552,legs,16,4.4759626816611415e-05,10,6.750143440548111e-05,-6,50.80875156097066
553,onto,16,4.4759626816611415e-05,10,6.750143440548111e-05,-6,50.80875156097066
554,fiberboard,16,4.4759626816611415e-05,10,6.750143440548111e-05,-6,50.80875156097066
555,plated,16,4.4759626816611415e-05,10,6.750143440548111e-05,-6,50.80875156097066
556,assemblage,16,4.4759626816611415e-05,10,6.750143440548111e-05,-6,50.80875156097066
557,min,16,4.4759626816611415e-05,10,6.750143440548111e-05,-6,50.80875156097066
558,sealed,16,4.4759626816611415e-05,10,6.750143440548111e-05,-6,50.80875156097066
559,display,16,4.4759626816611415e-05,10,6.750143440548111e-05,-6,50.80875156097066
560,typescript,16,4.4759626816611415e-05,10,6.750143440548111e-05,-6,50.80875156097066
561,housing,15,4.19621501405732e-05,10,6.750143440548111e-05,-5,60.862668331702054
562,comic,15,4.19621501405732e-05,10,6.750143440548111e-05,-5,60.862668331702054
563,seed,15,4.19621501405732e-05,10,6.750143440548111e-05,-5,60.862668331702054
564,boxed,15,4.19621501405732e-05,10,6.750143440548111e-05,-5,60.862668331702054
565,altered,15,4.19621501405732e-05,10,6.750143440548111e-05,-5,60.862668331702054
566,karl,15,4.19621501405732e-05,10,6.750143440548111e-05,-5,60.862668331702054
567,glue,15,4.19621501405732e-05,10,6.750143440548111e-05,-5,60.862668331702054
568,board\r\n,15,4.19621501405732e-05,10,6.750143440548111e-05,-5,60.862668331702054
569,stick,15,4.19621501405732e-05,10,6.750143440548111e-05,-5,60.862668331702054
570,device,15,4.19621501405732e-05,10,6.750143440548111e-05,-5,60.862668331702054
571,egg,15,4.19621501405732e-05,10,6.750143440548111e-05,-5,60.862668331702054
572,copies,15,4.19621501405732e-05,10,6.750143440548111e-05,-5,60.862668331702054
573,attaché,15,4.19621501405732e-05,9,6.0751290964933e-05,-6,44.77640149853185
574,limestone,15,4.19621501405732e-05,9,6.0751290964933e-05,-6,44.77640149853185
575,zipatone,15,4.19621501405732e-05,9,6.0751290964933e-05,-6,44.77640149853185
576,soot,15,4.19621501405732e-05,9,6.0751290964933e-05,-6,44.77640149853185
577,cyanotype,15,4.19621501405732e-05,9,6.0751290964933e-05,-6,44.77640149853185
578,print\r\n,15,4.19621501405732e-05,9,6.0751290964933e-05,-6,44.77640149853185
579,stand,15,4.19621501405732e-05,9,6.0751290964933e-05,-6,44.77640149853185
580,taped,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
581,edition,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
582,bakelite,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
583,horsehair,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
584,styrene,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
585,monograph,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
586,dried,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
587,incising,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
588,unglazed,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
589,recording,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
590,onesheet,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
591,enamelled,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
592,inserted,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
593,repeated,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
594,pvc,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
595,leaves,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
596,sections,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
597,handapplied,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
598,handmade,14,3.916467346453499e-05,9,6.0751290964933e-05,-5,55.117573034141266
599,button,13,3.636719678849678e-05,9,6.0751290964933e-05,-4,67.04969403676749
600,jar,13,3.636719678849678e-05,9,6.0751290964933e-05,-4,67.04969403676749
601,textile,13,3.636719678849678e-05,9,6.0751290964933e-05,-4,67.04969403676749
602,cotta,13,3.636719678849678e-05,9,6.0751290964933e-05,-4,67.04969403676749
603,bone,13,3.636719678849678e-05,9,6.0751290964933e-05,-4,67.04969403676749
604,terra,13,3.636719678849678e-05,9,6.0751290964933e-05,-4,67.04969403676749
605,felixmüller,13,3.636719678849678e-05,9,6.0751290964933e-05,-4,67.04969403676749
606,japanese,13,3.636719678849678e-05,9,6.0751290964933e-05,-4,67.04969403676749
607,softground,13,3.636719678849678e-05,9,6.0751290964933e-05,-4,67.04969403676749
608,polypropylene,13,3.636719678849678e-05,9,6.0751290964933e-05,-4,67.04969403676749
609,chenille,13,3.636719678849678e-05,9,6.0751290964933e-05,-4,67.04969403676749
610,rattan,13,3.636719678849678e-05,8,5.400114752438489e-05,-5,48.48861692157111
611,program,13,3.636719678849678e-05,8,5.400114752438489e-05,-5,48.48861692157111
612,fish,13,3.636719678849678e-05,8,5.400114752438489e-05,-5,48.48861692157111
613,cutandfolded,13,3.636719678849678e-05,8,5.400114752438489e-05,-5,48.48861692157111
614,0inch,13,3.636719678849678e-05,8,5.400114752438489e-05,-5,48.48861692157111
615,chocolate,13,3.636719678849678e-05,8,5.400114752438489e-05,-5,48.48861692157111
616,ebony,13,3.636719678849678e-05,8,5.400114752438489e-05,-5,48.48861692157111
617,silverplated,13,3.636719678849678e-05,8,5.400114752438489e-05,-5,48.48861692157111
618,playing,13,3.636719678849678e-05,8,5.400114752438489e-05,-5,48.48861692157111
619,water,13,3.636719678849678e-05,8,5.400114752438489e-05,-5,48.48861692157111
620,dvd,13,3.636719678849678e-05,8,5.400114752438489e-05,-5,48.48861692157111
621,conrad,13,3.636719678849678e-05,8,5.400114752438489e-05,-5,48.48861692157111
622,handblown,13,3.636719678849678e-05,8,5.400114752438489e-05,-5,48.48861692157111
623,napkin,12,3.3569720112458565e-05,8,5.400114752438489e-05,-4,60.86266833170204
624,tipped,12,3.3569720112458565e-05,8,5.400114752438489e-05,-4,60.86266833170204
625,chloride,12,3.3569720112458565e-05,8,5.400114752438489e-05,-4,60.86266833170204
626,parchment,12,3.3569720112458565e-05,8,5.400114752438489e-05,-4,60.86266833170204
627,key,12,3.3569720112458565e-05,8,5.400114752438489e-05,-4,60.86266833170204
628,mount,12,3.3569720112458565e-05,8,5.400114752438489e-05,-4,60.86266833170204
629,grey,12,3.3569720112458565e-05,8,5.400114752438489e-05,-4,60.86266833170204
630,powdered,12,3.3569720112458565e-05,8,5.400114752438489e-05,-4,60.86266833170204
631,solarized,12,3.3569720112458565e-05,8,5.400114752438489e-05,-4,60.86266833170204
632,vitreous,12,3.3569720112458565e-05,8,5.400114752438489e-05,-4,60.86266833170204
633,dark,12,3.3569720112458565e-05,8,5.400114752438489e-05,-4,60.86266833170204
634,fluorescent,12,3.3569720112458565e-05,8,5.400114752438489e-05,-4,60.86266833170204
635,empty,12,3.3569720112458565e-05,8,5.400114752438489e-05,-4,60.86266833170204
636,die,12,3.3569720112458565e-05,8,5.400114752438489e-05,-4,60.86266833170204
637,pencil\r\n,12,3.3569720112458565e-05,8,5.400114752438489e-05,-4,60.86266833170204
638,de,12,3.3569720112458565e-05,8,5.400114752438489e-05,-4,60.86266833170204
639,phenolic,11,3.077224343642035e-05,8,5.400114752438489e-05,-3,75.48654727094768
640,printing,11,3.077224343642035e-05,8,5.400114752438489e-05,-3,75.48654727094768
641,dot,11,3.077224343642035e-05,8,5.400114752438489e-05,-3,75.48654727094768
642,slate,11,3.077224343642035e-05,8,5.400114752438489e-05,-3,75.48654727094768
643,jacket,11,3.077224343642035e-05,8,5.400114752438489e-05,-3,75.48654727094768
644,electronic,11,3.077224343642035e-05,8,5.400114752438489e-05,-3,75.48654727094768
645,prepared,11,3.077224343642035e-05,8,5.400114752438489e-05,-3,75.48654727094768
646,chair,11,3.077224343642035e-05,8,5.400114752438489e-05,-3,75.48654727094768
647,hair,11,3.077224343642035e-05,8,5.400114752438489e-05,-3,75.48654727094768
648,cement,11,3.077224343642035e-05,8,5.400114752438489e-05,-3,75.48654727094768
649,certificate,11,3.077224343642035e-05,8,5.400114752438489e-05,-3,75.48654727094768
650,satin,11,3.077224343642035e-05,7,4.725100408383678e-05,-4,53.550728862079225
651,ash,11,3.077224343642035e-05,7,4.725100408383678e-05,-4,53.550728862079225
652,velvet,11,3.077224343642035e-05,7,4.725100408383678e-05,-4,53.550728862079225
653,telephone,11,3.077224343642035e-05,7,4.725100408383678e-05,-4,53.550728862079225
654,half,11,3.077224343642035e-05,7,4.725100408383678e-05,-4,53.550728862079225
655,flexidisc,11,3.077224343642035e-05,7,4.725100408383678e-05,-4,53.550728862079225
656,double,11,3.077224343642035e-05,7,4.725100408383678e-05,-4,53.550728862079225
657,ii,11,3.077224343642035e-05,7,4.725100408383678e-05,-4,53.550728862079225
658,units,11,3.077224343642035e-05,7,4.725100408383678e-05,-4,53.550728862079225
659,tinted,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
660,reinforced,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
661,pedestal,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
662,glove,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
663,working,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
664,cherry,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
665,stretch,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
666,formica,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
667,chromiumplated,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
668,maple,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
669,cellulose,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
670,adhered,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
671,pine,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
672,language,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
673,referred,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
674,additions\r\n,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
675,masonite,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
676,styrofoam,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
677,weight,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
678,solid,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
679,beeswax,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
680,cube,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
681,hundred,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
682,jacob,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
683,photocollage,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
684,encaustic,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
685,sterling,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
686,theater,10,2.7974766760382136e-05,7,4.725100408383678e-05,-3,68.90580174828716
687,hirsch,9,2.517729008434392e-05,7,4.725100408383678e-05,-2,87.67311305365241
688,natural,9,2.517729008434392e-05,7,4.725100408383678e-05,-2,87.67311305365241
689,inked,9,2.517729008434392e-05,7,4.725100408383678e-05,-2,87.67311305365241
690,balsa,9,2.517729008434392e-05,7,4.725100408383678e-05,-2,87.67311305365241
691,marcel,9,2.517729008434392e-05,7,4.725100408383678e-05,-2,87.67311305365241
692,wraparound,9,2.517729008434392e-05,7,4.725100408383678e-05,-2,87.67311305365241
693,woodcuts\r\n,9,2.517729008434392e-05,7,4.725100408383678e-05,-2,87.67311305365241
694,galvanized,9,2.517729008434392e-05,7,4.725100408383678e-05,-2,87.67311305365241
695,laminate,9,2.517729008434392e-05,7,4.725100408383678e-05,-2,87.67311305365241
696,david,9,2.517729008434392e-05,7,4.725100408383678e-05,-2,87.67311305365241
697,bamboo,9,2.517729008434392e-05,7,4.725100408383678e-05,-2,87.67311305365241
698,projector,9,2.517729008434392e-05,6,4.050086064328867e-05,-3,60.86266833170208
699,gilded,9,2.517729008434392e-05,6,4.050086064328867e-05,-3,60.86266833170208
700,projection,9,2.517729008434392e-05,6,4.050086064328867e-05,-3,60.86266833170208
701,filled,9,2.517729008434392e-05,6,4.050086064328867e-05,-3,60.86266833170208
702,binder,9,2.517729008434392e-05,6,4.050086064328867e-05,-3,60.86266833170208
703,toy,9,2.517729008434392e-05,6,4.050086064328867e-05,-3,60.86266833170208
704,burnt,9,2.517729008434392e-05,6,4.050086064328867e-05,-3,60.86266833170208
705,point,9,2.517729008434392e-05,6,4.050086064328867e-05,-3,60.86266833170208
706,dyed,9,2.517729008434392e-05,6,4.050086064328867e-05,-3,60.86266833170208
707,components,9,2.517729008434392e-05,6,4.050086064328867e-05,-3,60.86266833170208
