,word,wordcount,percentage
3057,upper,85,0.0005737621924465895
98,base,85,0.0005737621924465895
1332,leaves,82,0.0005535117621249452
1355,pedestal,82,0.0005535117621249452
483,thirty,81,0.000546761618684397
1180,open,81,0.000546761618684397
853,polaroid,80,0.0005400114752438489
967,unique,80,0.0005400114752438489
1834,file,79,0.0005332613318033008
913,copy,79,0.0005332613318033008
2250,bulletins,79,0.0005332613318033008
486,screenprinted,79,0.0005332613318033008
938,label,79,0.0005332613318033008
151,polypropylene,79,0.0005332613318033008
307,material,79,0.0005332613318033008
802,metallic,78,0.0005265111883627527
248,linen,78,0.0005265111883627527
541,block,78,0.0005265111883627527
146,polyurethane,77,0.0005197610449222046
1929,printout,77,0.0005197610449222046
556,exhibition,77,0.0005197610449222046
2486,confirm,76,0.0005130109014816565
723,spray,76,0.0005130109014816565
836,enamel,74,0.0004995106146005602
262,wire,74,0.0004995106146005602
510,thirtyfive,73,0.0004927604711600121
140,foam,73,0.0004927604711600121
86,line,73,0.0004927604711600121
141,nylon,72,0.000486010327719464
3058,left,71,0.00047926018427891593
2636,handwritten,71,0.00047926018427891593
792,printing,70,0.00047251004083836783
1084,rubbing,70,0.00047251004083836783
1683,thirtyone,69,0.0004657598973978197
892,paper\r\nb,69,0.0004657598973978197
105,light,69,0.0004657598973978197
1071,copies,69,0.0004657598973978197
265,case,68,0.0004590097539572716
457,varnish,67,0.0004522596105167235
568,mezzotint,67,0.0004522596105167235
87,mylar,66,0.0004455094670761754
2919,invitation,64,0.00043200918019507914
1608,eighteen,63,0.00042525903675453105
46,foil,63,0.00042525903675453105
632,twentythree,63,0.00042525903675453105
238,red,62,0.0004185088933139829
636,typewriting,62,0.0004185088933139829
225,carbon,61,0.0004117587498734348
473,diecut,61,0.0004117587498734348
902,twentyfour,59,0.0003982584629923386
2735,twentyeight,58,0.00039150831955179046
617,photoengraving,57,0.00038475817611124236
130,bronze,57,0.00038475817611124236
845,wax,57,0.00038475817611124236
376,clay,57,0.00038475817611124236
408,felt,56,0.00037800803267069426
425,thread,56,0.00037800803267069426
187,cast,56,0.00037800803267069426
481,smooth,56,0.00037800803267069426
915,albumen,55,0.0003712578892301461
856,magazine,55,0.0003712578892301461
829,b,54,0.000364507745789598
496,special,54,0.000364507745789598
977,postcard,54,0.000364507745789598
901,prepared,54,0.000364507745789598
444,stamped,54,0.000364507745789598
55,blue,53,0.0003577576023490499
453,lithography,53,0.0003577576023490499
745,installation,53,0.0003577576023490499
1580,mdf,53,0.0003577576023490499
482,wove,52,0.0003510074589085018
245,ceramic,52,0.0003510074589085018
685,nineteen,52,0.0003510074589085018
129,brass,52,0.0003510074589085018
1659,fortyeight,52,0.0003510074589085018
858,powder,51,0.0003442573154679537
2255,software,51,0.0003442573154679537
1893,notes,50,0.0003375071720274056
304,leather,50,0.0003375071720274056
1832,cprint,49,0.0003307570285868575
778,parts,49,0.0003307570285868575
1458,twochannel,48,0.0003240068851463094
674,fortysix,48,0.0003240068851463094
937,wall,48,0.0003240068851463094
576,wooden,48,0.0003240068851463094
815,correction,48,0.0003240068851463094
112,copper,47,0.00031725674170576123
601,verso,46,0.00031050659826521314
38,felttipped,46,0.00031050659826521314
240,silk,46,0.00031050659826521314
1424,art,46,0.00031050659826521314
132,polycarbonate,45,0.00030375645482466504
1020,intaglio,45,0.00030375645482466504
513,volume,45,0.00030375645482466504
1657,fortythree,45,0.00030375645482466504
3620,dyetransfer,45,0.00030375645482466504
2239,photocopies\r\n,44,0.0002970063113841169
553,photolithographic,44,0.0002970063113841169
34,pasted,44,0.0002970063113841169
803,cutandtaped,44,0.0002970063113841169
816,fluid,44,0.0002970063113841169
65,conté,44,0.0002970063113841169
1612,lasercut,44,0.0002970063113841169
96,plaster,43,0.0002902561679435688
737,works,42,0.0002835060245030207
3732,carrying,42,0.0002835060245030207
476,lithographed,42,0.0002835060245030207
679,clipping,42,0.0002835060245030207
73,photo,41,0.0002767558810624726
182,thermoplastic,41,0.0002767558810624726
1872,beer,40,0.00027000573762192445
224,wool,40,0.00027000573762192445
554,twentynine,40,0.00027000573762192445
162,polyethylene,39,0.00026325559418137636
138,fiberglass,39,0.00026325559418137636
855,modelling,39,0.00026325559418137636
1666,thirtysix,38,0.00025650545074082826
226,fiber,38,0.00025650545074082826
813,glue,38,0.00025650545074082826
1233,image,38,0.00025650545074082826
1100,glitter,38,0.00025650545074082826
23,computergenerated,38,0.00025650545074082826
1203,gravure,38,0.00025650545074082826
114,mirror,38,0.00025650545074082826
1500,electronic,37,0.0002497553073002801
612,dust,37,0.0002497553073002801
998,monoprint,37,0.0002497553073002801
1579,paperboard,37,0.0002497553073002801
461,screen,37,0.0002497553073002801
458,brown,37,0.0002497553073002801
600,recto,37,0.0002497553073002801
580,medium,36,0.000243005163859732
613,jacket,35,0.00023625502041918392
960,nail,35,0.00023625502041918392
1286,toy,35,0.00023625502041918392
1383,wrapped,35,0.00023625502041918392
503,cutout,35,0.00023625502041918392
1239,thirtythree,34,0.0002295048769786358
382,bottle,34,0.0002295048769786358
570,stencil,34,0.0002295048769786358
785,handmade,34,0.0002295048769786358
22,wash,34,0.0002295048769786358
127,polystyrene,34,0.0002295048769786358
958,hair,33,0.0002227547335380877
850,chalk,33,0.0002227547335380877
547,collagraph,33,0.0002227547335380877
2576,additional,33,0.0002227547335380877
1104,bag,33,0.0002227547335380877
471,front,33,0.0002227547335380877
492,ivory,33,0.0002227547335380877
786,embossed,33,0.0002227547335380877
45,serigraph,33,0.0002227547335380877
1501,led,33,0.0002227547335380877
839,lined,33,0.0002227547335380877
2330,vhs,32,0.00021600459009753957
44,diazotype,32,0.00021600459009753957
666,sticker,32,0.00021600459009753957
801,stationery,32,0.00021600459009753957
772,oilstick,32,0.00021600459009753957
1145,strip,31,0.00020925444665699145
1243,xeroxed,31,0.00020925444665699145
1487,found,31,0.00020925444665699145
1536,silkscreened,31,0.00020925444665699145
2640,drawer,31,0.00020925444665699145
1057,sleeve,30,0.00020250430321644335
2628,woodburytype,30,0.00020250430321644335
1267,blind,29,0.00019575415977589523
1183,boxed,29,0.00019575415977589523
885,mat,29,0.00019575415977589523
259,gesso,29,0.00019575415977589523
121,framed,29,0.00019575415977589523
1361,water,29,0.00019575415977589523
2491,bookplate,29,0.00019575415977589523
664,announcement,28,0.00018900401633534713
697,sewn,28,0.00018900401633534713
150,porcelain,28,0.00018900401633534713
357,iron,28,0.00018900401633534713
2907,nyloprints,28,0.00018900401633534713
479,collotype,27,0.000182253872894799
317,components,27,0.000182253872894799
677,tippedin,27,0.000182253872894799
543,insert,27,0.000182253872894799
2639,cabinet,27,0.000182253872894799
229,silicon,27,0.000182253872894799
208,laminated,27,0.000182253872894799
629,collaged,26,0.0001755037294542509
1144,comic,26,0.0001755037294542509
1152,photostat,26,0.0001755037294542509
1138,cloth,26,0.0001755037294542509
594,seventeen,26,0.0001755037294542509
1871,root,26,0.0001755037294542509
1363,monitor,26,0.0001755037294542509
1259,dvd,26,0.0001755037294542509
827,spiral,26,0.0001755037294542509
1873,concentrate,26,0.0001755037294542509
866,computer,26,0.0001755037294542509
358,lead,26,0.0001755037294542509
773,stick,25,0.0001687535860137028
3393,leatherbound,25,0.0001687535860137028
860,cardstock,25,0.0001687535860137028
18,airbrush,25,0.0001687535860137028
1022,stone,25,0.0001687535860137028
276,plot,25,0.0001687535860137028
1673,used,24,0.0001620034425731547
931,sandblasted,24,0.0001620034425731547
883,casein,24,0.0001620034425731547
796,string,24,0.0001620034425731547
927,toned,24,0.0001620034425731547
2593,coloring,24,0.0001620034425731547
1009,press,23,0.00015525329913260657
359,crystal,23,0.00015525329913260657
627,clock,23,0.00015525329913260657
1407,threechannel,23,0.00015525329913260657
3069,kinmont,23,0.00015525329913260657
184,epoxy,23,0.00015525329913260657
799,type,23,0.00015525329913260657
1346,boxes,23,0.00015525329913260657
2594,dusting,22,0.00014850315569205845
2431,game,22,0.00014850315569205845
393,lacquer,22,0.00014850315569205845
3056,paperclipped,22,0.00014850315569205845
188,silicone,22,0.00014850315569205845
800,hotel,22,0.00014850315569205845
712,pin,22,0.00014850315569205845
85,adhesive,22,0.00014850315569205845
2918,brochure,22,0.00014850315569205845
355,pvc,22,0.00014850315569205845
3052,’,22,0.00014850315569205845
104,electric,22,0.00014850315569205845
692,spitbite,22,0.00014850315569205845
2779,karl,21,0.00014175301225151035
1269,model,21,0.00014175301225151035
93,concrete,21,0.00014175301225151035
1237,booklet,21,0.00014175301225151035
1440,projector,21,0.00014175301225151035
164,\r\n,21,0.00014175301225151035
667,letter,21,0.00014175301225151035
3059,handwriting,21,0.00014175301225151035
1415,chair,21,0.00014175301225151035
1426,conrad,21,0.00014175301225151035
2701,large,20,0.00013500286881096223
2223,animation,20,0.00013500286881096223
893,c,20,0.00013500286881096223
167,cord,20,0.00013500286881096223
930,platinum,20,0.00013500286881096223
3167,contain,20,0.00013500286881096223
693,sugarlift,20,0.00013500286881096223
948,digitally,20,0.00013500286881096223
687,etched,20,0.00013500286881096223
920,negative,20,0.00013500286881096223
239,staple,20,0.00013500286881096223
2811,felixmüller,20,0.00013500286881096223
1486,slides,20,0.00013500286881096223
928,made,19,0.00012825272537041413
3430,text\r\n\r\n,19,0.00012825272537041413
221,urethane,19,0.00012825272537041413
574,deluxe,19,0.00012825272537041413
189,polyamide,19,0.00012825272537041413
1055,solar,19,0.00012825272537041413
2721,typeface,19,0.00012825272537041413
1631,selective,19,0.00012825272537041413
1632,wiping,19,0.00012825272537041413
470,wrapper,19,0.00012825272537041413
903,wallpaper,19,0.00012825272537041413
43,selfadhesive,18,0.000121502581929866
595,compositions,18,0.000121502581929866
1171,embroidery,18,0.000121502581929866
1036,xerograph,18,0.000121502581929866
1891,erased,18,0.000121502581929866
3054,master,18,0.000121502581929866
3444,binding,18,0.000121502581929866
178,injectionmolded,18,0.000121502581929866
1283,table,18,0.000121502581929866
505,following,18,0.000121502581929866
2191,loose,18,0.000121502581929866
708,potato,18,0.000121502581929866
1678,circuit,17,0.0001147524384893179
2426,performance,17,0.0001147524384893179
232,mesh,17,0.0001147524384893179
1134,fur,17,0.0001147524384893179
3577,dat,17,0.0001147524384893179
550,unbound,17,0.0001147524384893179
611,tempera,17,0.0001147524384893179
526,bleed,17,0.0001147524384893179
235,casing,17,0.0001147524384893179
7,laminate,17,0.0001147524384893179
947,xerox,17,0.0001147524384893179
1192,stamping,17,0.0001147524384893179
278,bulb,17,0.0001147524384893179
1618,dyed,17,0.0001147524384893179
1892,newspaper\r\n,17,0.0001147524384893179
718,title,17,0.0001147524384893179
688,solander,17,0.0001147524384893179
1642,pamphlet,17,0.0001147524384893179
2627,fingerprint,17,0.0001147524384893179
951,blackandwhite,17,0.0001147524384893179
1224,dot,17,0.0001147524384893179
1366,speaker,16,0.00010800229504876979
552,folder,16,0.00010800229504876979
1778,pomade,16,0.00010800229504876979
519,audio,16,0.00010800229504876979
3343,matrix,16,0.00010800229504876979
2101,custom,16,0.00010800229504876979
1003,pulp,16,0.00010800229504876979
414,coated,16,0.00010800229504876979
109,twine,16,0.00010800229504876979
410,marble,16,0.00010800229504876979
527,preceding,16,0.00010800229504876979
586,poem,16,0.00010800229504876979
932,polacolor,16,0.00010800229504876979
340,anodized,16,0.00010800229504876979
477,colophon,16,0.00010800229504876979
634,torn,16,0.00010800229504876979
729,styrofoam,16,0.00010800229504876979
1776,singlechannel,16,0.00010800229504876979
610,without,15,0.00010125215160822168
1089,colle,15,0.00010125215160822168
828,sketchbook,15,0.00010125215160822168
831,encaustic,15,0.00010125215160822168
174,maple,15,0.00010125215160822168
172,polished,15,0.00010125215160822168
58,japanese,15,0.00010125215160822168
1012,sugar,15,0.00010125215160822168
2183,fabric\r\n,15,0.00010125215160822168
1484,system,15,0.00010125215160822168
1601,silverpoint,15,0.00010125215160822168
106,motor,15,0.00010125215160822168
48,pressure,15,0.00010125215160822168
838,newsprint,15,0.00010125215160822168
3867,biopolymer,15,0.00010125215160822168
3866,sugarbased,15,0.00010125215160822168
4,photographic,15,0.00010125215160822168
1285,tshirt,15,0.00010125215160822168
3865,microalgae,15,0.00010125215160822168
1191,hot,14,9.450200816767357e-05
206,high,14,9.450200816767357e-05
489,glassine,14,9.450200816767357e-05
2157,selflubricating,14,9.450200816767357e-05
1941,photocopied,14,9.450200816767357e-05
1365,player,14,9.450200816767357e-05
2777,heinrich,14,9.450200816767357e-05
128,chipboard,14,9.450200816767357e-05
542,design,14,9.450200816767357e-05
126,foamcore,14,9.450200816767357e-05
255,mahogany,14,9.450200816767357e-05
1695,aerosol,14,9.450200816767357e-05
1047,ball,14,9.450200816767357e-05
618,clip,14,9.450200816767357e-05
963,blueprint,14,9.450200816767357e-05
3105,first,14,9.450200816767357e-05
49,sensitive,13,8.775186472712546e-05
3431,chiné,13,8.775186472712546e-05
2100,untitled,13,8.775186472712546e-05
973,print\r\n,13,8.775186472712546e-05
491,green,13,8.775186472712546e-05
124,bas,13,8.775186472712546e-05
107,sand,13,8.775186472712546e-05
575,trade,13,8.775186472712546e-05
3835,lefthand,13,8.775186472712546e-05
490,instructions,13,8.775186472712546e-05
2021,fourchannel,13,8.775186472712546e-05
2214,waste,13,8.775186472712546e-05
3026,issue,13,8.775186472712546e-05
254,corrugated,13,8.775186472712546e-05
1736,grommets,13,8.775186472712546e-05
1031,sanding,13,8.775186472712546e-05
1260,shirt,13,8.775186472712546e-05
1081,latex,13,8.775186472712546e-05
2822,wilhelm,13,8.775186472712546e-05
880,yellow,13,8.775186472712546e-05
810,distressed,13,8.775186472712546e-05
639,richard,13,8.775186472712546e-05
205,lacquered,13,8.775186472712546e-05
899,lithographic,13,8.775186472712546e-05
223,rayon,13,8.775186472712546e-05
3342,gridded,13,8.775186472712546e-05
102,composite,13,8.775186472712546e-05
957,human,13,8.775186472712546e-05
203,shell,13,8.775186472712546e-05
781,rope,13,8.775186472712546e-05
488,inserted,12,8.100172128657735e-05
755,copperplate,12,8.100172128657735e-05
2277,vero,12,8.100172128657735e-05
1860,gelink,12,8.100172128657735e-05
80,taped,12,8.100172128657735e-05
1333,gel,12,8.100172128657735e-05
331,veneer,12,8.100172128657735e-05
339,feather,12,8.100172128657735e-05
2906,forensic,12,8.100172128657735e-05
2920,flyer,12,8.100172128657735e-05
3216,uv,12,8.100172128657735e-05
2910,food,12,8.100172128657735e-05
2162,spraypaint,12,8.100172128657735e-05
949,altered,12,8.100172128657735e-05
637,cream,12,8.100172128657735e-05
2799,georg,12,8.100172128657735e-05
725,attached,12,8.100172128657735e-05
76,sepia,12,8.100172128657735e-05
754,brush,12,8.100172128657735e-05
784,emulsion,12,8.100172128657735e-05
1209,projection,12,8.100172128657735e-05
288,magnesium,12,8.100172128657735e-05
270,stoneware,12,8.100172128657735e-05
434,liquid,12,8.100172128657735e-05
137,stain,12,8.100172128657735e-05
1421,beeswax,11,7.425157784602922e-05
926,selenium,11,7.425157784602922e-05
676,additions\r\n,11,7.425157784602922e-05
1586,lcd,11,7.425157784602922e-05
2921,business,11,7.425157784602922e-05
3361,rendering,11,7.425157784602922e-05
3144,email,11,7.425157784602922e-05
133,styrene,11,7.425157784602922e-05
720,watermarked,11,7.425157784602922e-05
1014,ribbon,11,7.425157784602922e-05
2410,chenille,11,7.425157784602922e-05
844,tornandpasted,11,7.425157784602922e-05
3857,urushi\r\n,11,7.425157784602922e-05
1091,housed,11,7.425157784602922e-05
914,matte,11,7.425157784602922e-05
2787,strohmeyer,11,7.425157784602922e-05
2786,ottheinrich,11,7.425157784602922e-05
1107,formica,11,7.425157784602922e-05
250,textile,11,7.425157784602922e-05
2152,sevenchannel,11,7.425157784602922e-05
275,tubing,11,7.425157784602922e-05
171,glazed,11,7.425157784602922e-05
819,petroleum,11,7.425157784602922e-05
3589,canned,11,7.425157784602922e-05
1304,canvases,10,6.750143440548111e-05
218,velvet,10,6.750143440548111e-05
1679,chromed,10,6.750143440548111e-05
1748,buckles,10,6.750143440548111e-05
2595,glitter\r\n,10,6.750143440548111e-05
2355,basf,10,6.750143440548111e-05
1364,disc,10,6.750143440548111e-05
2682,broken,10,6.750143440548111e-05
2234,hologram,10,6.750143440548111e-05
2776,phosphorescent,10,6.750143440548111e-05
2680,ad,10,6.750143440548111e-05
941,waxed,10,6.750143440548111e-05
494,tipped,10,6.750143440548111e-05
894,paper\r\nd,10,6.750143440548111e-05
1168,tranfer,10,6.750143440548111e-05
562,map,10,6.750143440548111e-05
2917,reedited,10,6.750143440548111e-05
994,woven,10,6.750143440548111e-05
1027,test,10,6.750143440548111e-05
170,tubular,10,6.750143440548111e-05
70,screws,10,6.750143440548111e-05
2372,multicolored,10,6.750143440548111e-05
1170,hat,10,6.750143440548111e-05
480,purple,10,6.750143440548111e-05
2962,cyanotype,10,6.750143440548111e-05
1862,eyes,10,6.750143440548111e-05
675,flocking,10,6.750143440548111e-05
1690,scarf,10,6.750143440548111e-05
1155,recycled,10,6.750143440548111e-05
1649,jar,10,6.750143440548111e-05
3698,duck,10,6.750143440548111e-05
180,molded,10,6.750143440548111e-05
1869,page\r\n,10,6.750143440548111e-05
50,drafting,10,6.750143440548111e-05
186,finish,10,6.750143440548111e-05
2357,speed,10,6.750143440548111e-05
366,birch,10,6.750143440548111e-05
1229,stand,10,6.750143440548111e-05
1238,adhesivebacked,9,6.0751290964933e-05
2233,sound\r\n,9,6.0751290964933e-05
686,duplicate,9,6.0751290964933e-05
923,handapplied,9,6.0751290964933e-05
904,pine,9,6.0751290964933e-05
1517,oak,9,6.0751290964933e-05
1877,ledger,9,6.0751290964933e-05
353,enameled,9,6.0751290964933e-05
694,handcolored,9,6.0751290964933e-05
758,cement,9,6.0751290964933e-05
934,scratched,9,6.0751290964933e-05
820,jelly,9,6.0751290964933e-05
400,structure,9,6.0751290964933e-05
173,diecast,9,6.0751290964933e-05
898,construction,9,6.0751290964933e-05
835,rag,9,6.0751290964933e-05
493,orange,9,6.0751290964933e-05
37,overlay,9,6.0751290964933e-05
2489,supplemental,9,6.0751290964933e-05
766,hundred,9,6.0751290964933e-05
1418,binder,9,6.0751290964933e-05
2780,schmidtrottluff,9,6.0751290964933e-05
209,back,9,6.0751290964933e-05
1357,neon,9,6.0751290964933e-05
1354,coffee,9,6.0751290964933e-05
814,burned,9,6.0751290964933e-05
2603,typewritten,9,6.0751290964933e-05
514,accordionfolded,9,6.0751290964933e-05
63,china,9,6.0751290964933e-05
99,basswood,9,6.0751290964933e-05
1465,liners,9,6.0751290964933e-05
1479,chinese,9,6.0751290964933e-05
2963,folios,9,6.0751290964933e-05
3561,zippers,9,6.0751290964933e-05
3049,rectoverso,9,6.0751290964933e-05
1743,archive,9,6.0751290964933e-05
79,electrostatic,9,6.0751290964933e-05
975,palladium,9,6.0751290964933e-05
328,neoprene,9,6.0751290964933e-05
652,inkless,9,6.0751290964933e-05
2356,ultradur,9,6.0751290964933e-05
635,burnt,9,6.0751290964933e-05
640,de,9,6.0751290964933e-05
1857,frame\r\n,9,6.0751290964933e-05
719,manipulated,8,5.400114752438489e-05
790,paper\r\n\r\n,8,5.400114752438489e-05
788,paintstik,8,5.400114752438489e-05
863,perforated,8,5.400114752438489e-05
743,balloon,8,5.400114752438489e-05
351,elastomer,8,5.400114752438489e-05
343,pressed,8,5.400114752438489e-05
2961,badge,8,5.400114752438489e-05
2869,rüdiger,8,5.400114752438489e-05
628,iillustrated,8,5.400114752438489e-05
2602,ticket,8,5.400114752438489e-05
999,engraved,8,5.400114752438489e-05
2990,stitched,8,5.400114752438489e-05
1436,cable,8,5.400114752438489e-05
485,die,8,5.400114752438489e-05
1410,fluorescent,8,5.400114752438489e-05
1394,french,8,5.400114752438489e-05
244,masking,8,5.400114752438489e-05
2889,ben,8,5.400114752438489e-05
177,chrome,8,5.400114752438489e-05
2870,berlit,8,5.400114752438489e-05
2083,fired,8,5.400114752438489e-05
2828,franz,8,5.400114752438489e-05
567,andor,8,5.400114752438489e-05
2548,matchbook,8,5.400114752438489e-05
1162,cork,8,5.400114752438489e-05
1308,modeling,8,5.400114752438489e-05
2778,richterberlin,8,5.400114752438489e-05
228,monofilament,8,5.400114752438489e-05
253,fan,8,5.400114752438489e-05
1442,machine,8,5.400114752438489e-05
1927,bamboo,8,5.400114752438489e-05
430,sterling,8,5.400114752438489e-05
1256,acetate,8,5.400114752438489e-05
918,salted,8,5.400114752438489e-05
1613,merino,8,5.400114752438489e-05
433,alloy,8,5.400114752438489e-05
2280,photopolymer,8,5.400114752438489e-05
1182,doll,8,5.400114752438489e-05
1888,postage,8,5.400114752438489e-05
271,chromeplated,8,5.400114752438489e-05
2122,second,8,5.400114752438489e-05
638,auvergne,8,5.400114752438489e-05
1912,button,8,5.400114752438489e-05
429,silverplated,8,5.400114752438489e-05
308,extruded,8,5.400114752438489e-05
3108,numerous,8,5.400114752438489e-05
643,onto,8,5.400114752438489e-05
1310,shellac,7,4.725100408383678e-05
2195,seat,7,4.725100408383678e-05
1167,eighty,7,4.725100408383678e-05
2455,grey,7,4.725100408383678e-05
2359,onesheet,7,4.725100408383678e-05
2505,stereopticon,7,4.725100408383678e-05
2306,program,7,4.725100408383678e-05
1276,compact,7,4.725100408383678e-05
