,word,wordcount,percentage
4012,pencil\r\n,12,3.3569720112458565e-05
1302,de,12,3.3569720112458565e-05
463,phenolic,11,3.077224343642035e-05
1878,printing,11,3.077224343642035e-05
96,heavy,11,3.077224343642035e-05
127,dot,11,3.077224343642035e-05
642,slate,11,3.077224343642035e-05
109,georges,11,3.077224343642035e-05
2115,tintype,11,3.077224343642035e-05
446,turn,11,3.077224343642035e-05
1206,jacket,11,3.077224343642035e-05
356,electronic,11,3.077224343642035e-05
299,saran,11,3.077224343642035e-05
2005,enlargement,11,3.077224343642035e-05
1828,prepared,11,3.077224343642035e-05
2826,chair,11,3.077224343642035e-05
2113,hair,11,3.077224343642035e-05
418,wrought,11,3.077224343642035e-05
2126,rolf,11,3.077224343642035e-05
2170,cement,11,3.077224343642035e-05
2681,certificate,11,3.077224343642035e-05
393,satin,11,3.077224343642035e-05
392,ash,11,3.077224343642035e-05
605,velvet,11,3.077224343642035e-05
2094,telephone,11,3.077224343642035e-05
1080,half,11,3.077224343642035e-05
1603,lithographs\r\n,11,3.077224343642035e-05
414,carved,11,3.077224343642035e-05
2432,porfolio,11,3.077224343642035e-05
4018,flexidisc,11,3.077224343642035e-05
335,double,11,3.077224343642035e-05
1324,ii,11,3.077224343642035e-05
797,hammered,11,3.077224343642035e-05
2628,units,11,3.077224343642035e-05
841,tinted,10,2.7974766760382136e-05
280,reinforced,10,2.7974766760382136e-05
323,pedestal,10,2.7974766760382136e-05
549,lace,10,2.7974766760382136e-05
2388,glove,10,2.7974766760382136e-05
3993,dyecutting,10,2.7974766760382136e-05
3156,working,10,2.7974766760382136e-05
2383,projects,10,2.7974766760382136e-05
445,cherry,10,2.7974766760382136e-05
453,stretch,10,2.7974766760382136e-05
297,electroplated,10,2.7974766760382136e-05
2220,formica,10,2.7974766760382136e-05
606,chromiumplated,10,2.7974766760382136e-05
2196,scraper,10,2.7974766760382136e-05
596,maple,10,2.7974766760382136e-05
592,cellulose,10,2.7974766760382136e-05
2525,adhered,10,2.7974766760382136e-05
289,decoration,10,2.7974766760382136e-05
521,pine,10,2.7974766760382136e-05
2532,language,10,2.7974766760382136e-05
2533,referred,10,2.7974766760382136e-05
1408,postertext,10,2.7974766760382136e-05
994,additions\r\n,10,2.7974766760382136e-05
664,masonite,10,2.7974766760382136e-05
2110,staples,10,2.7974766760382136e-05
2308,styrofoam,10,2.7974766760382136e-05
1236,rodchenko,10,2.7974766760382136e-05
149,weight,10,2.7974766760382136e-05
359,solid,10,2.7974766760382136e-05
2474,beeswax,10,2.7974766760382136e-05
2475,cube,10,2.7974766760382136e-05
1607,justification,10,2.7974766760382136e-05
1115,hundred,10,2.7974766760382136e-05
1576,jacob,10,2.7974766760382136e-05
3082,photocollage,10,2.7974766760382136e-05
1896,encaustic,10,2.7974766760382136e-05
400,sterling,10,2.7974766760382136e-05
409,naugahyde,10,2.7974766760382136e-05
117,paul,10,2.7974766760382136e-05
1536,theater,10,2.7974766760382136e-05
1090,incorporating,10,2.7974766760382136e-05
3739,hirsch,9,2.5177290084343922e-05
276,natural,9,2.5177290084343922e-05
2442,inked,9,2.5177290084343922e-05
200,balsa,9,2.5177290084343922e-05
1054,marcel,9,2.5177290084343922e-05
1218,wraparound,9,2.5177290084343922e-05
1068,woodcuts\r\n,9,2.5177290084343922e-05
1071,carboncopied,9,2.5177290084343922e-05
2795,galvanized,9,2.5177290084343922e-05
225,laminate,9,2.5177290084343922e-05
1153,david,9,2.5177290084343922e-05
2087,autochrome,9,2.5177290084343922e-05
295,bamboo,9,2.5177290084343922e-05
3042,projector,9,2.5177290084343922e-05
531,gilded,9,2.5177290084343922e-05
2127,petersen,9,2.5177290084343922e-05
2418,projection,9,2.5177290084343922e-05
566,filled,9,2.5177290084343922e-05
3263,storyboard,9,2.5177290084343922e-05
3053,binder,9,2.5177290084343922e-05
2021,tone,9,2.5177290084343922e-05
2304,toy,9,2.5177290084343922e-05
1992,burnt,9,2.5177290084343922e-05
1983,point,9,2.5177290084343922e-05
1968,dyed,9,2.5177290084343922e-05
357,components,9,2.5177290084343922e-05
1844,tornandpasted,9,2.5177290084343922e-05
2391,lp,9,2.5177290084343922e-05
519,hardware,9,2.5177290084343922e-05
547,translucent,9,2.5177290084343922e-05
709,pearl,9,2.5177290084343922e-05
2315,matches,9,2.5177290084343922e-05
454,heatresistant,9,2.5177290084343922e-05
2282,reliefprinted,9,2.5177290084343922e-05
424,paste,9,2.5177290084343922e-05
455,baked,9,2.5177290084343922e-05
3669,ping,8,2.2379813408305708e-05
1082,overall,8,2.2379813408305708e-05
77,foamcore,8,2.2379813408305708e-05
901,varnished,8,2.2379813408305708e-05
949,rives,8,2.2379813408305708e-05
650,ribbon,8,2.2379813408305708e-05
4090,letterpress\r\n,8,2.2379813408305708e-05
419,padding,8,2.2379813408305708e-05
3253,organic,8,2.2379813408305708e-05
2297,liquid,8,2.2379813408305708e-05
2364,page\r\n\r\n,8,2.2379813408305708e-05
704,epoxy,8,2.2379813408305708e-05
1884,hinged,8,2.2379813408305708e-05
2303,mechanical,8,2.2379813408305708e-05
2025,direct,8,2.2379813408305708e-05
351,upholstered,8,2.2379813408305708e-05
924,gouachelitho,8,2.2379813408305708e-05
1892,postage,8,2.2379813408305708e-05
1197,guarro,8,2.2379813408305708e-05
3671,racket,8,2.2379813408305708e-05
3670,pong,8,2.2379813408305708e-05
2382,special,8,2.2379813408305708e-05
486,bottom,8,2.2379813408305708e-05
1093,terentev,8,2.2379813408305708e-05
395,handwoven,8,2.2379813408305708e-05
1351,transparent,8,2.2379813408305708e-05
1097,foldout,8,2.2379813408305708e-05
1043,horizontally,8,2.2379813408305708e-05
2203,miniatures,8,2.2379813408305708e-05
292,eisengarn,8,2.2379813408305708e-05
1022,pink,8,2.2379813408305708e-05
1044,thirds,8,2.2379813408305708e-05
2209,packets,8,2.2379813408305708e-05
523,composite,8,2.2379813408305708e-05
159,architectural,8,2.2379813408305708e-05
533,vinylcoated,8,2.2379813408305708e-05
540,silicon,8,2.2379813408305708e-05
1406,ex,8,2.2379813408305708e-05
164,paper\r\nc,8,2.2379813408305708e-05
999,numerous,8,2.2379813408305708e-05
2769,puzzle,8,2.2379813408305708e-05
1407,libris,8,2.2379813408305708e-05
561,ring,8,2.2379813408305708e-05
2259,frontpiece,8,2.2379813408305708e-05
1057,orange,8,2.2379813408305708e-05
2266,filings,8,2.2379813408305708e-05
2896,index,8,2.2379813408305708e-05
1430,mark,8,2.2379813408305708e-05
385,bars,8,2.2379813408305708e-05
428,armature,8,2.2379813408305708e-05
265,castiron,8,2.2379813408305708e-05
266,extruded,8,2.2379813408305708e-05
3138,chessboard,8,2.2379813408305708e-05
3585,flash,8,2.2379813408305708e-05
1160,screws,8,2.2379813408305708e-05
254,plasticcoated,8,2.2379813408305708e-05
1808,oilstick,8,2.2379813408305708e-05
2661,automobile,8,2.2379813408305708e-05
3563,commercially,8,2.2379813408305708e-05
1832,plant,8,2.2379813408305708e-05
2608,putty,8,2.2379813408305708e-05
3230,loop,8,2.2379813408305708e-05
3617,accordion,8,2.2379813408305708e-05
724,yarn,8,2.2379813408305708e-05
835,adhesive,8,2.2379813408305708e-05
3906,ephemera,8,2.2379813408305708e-05
1792,gessoed,8,2.2379813408305708e-05
2850,cable,8,2.2379813408305708e-05
890,press,8,2.2379813408305708e-05
1667,lithograph\r\n,8,2.2379813408305708e-05
1789,spit,8,2.2379813408305708e-05
3973,italian,8,2.2379813408305708e-05
3586,reprint,8,2.2379813408305708e-05
1859,attached,8,2.2379813408305708e-05
284,ebonized,8,2.2379813408305708e-05
3297,german,7,1.9582336732267493e-05
288,overglaze,7,1.9582336732267493e-05
2048,sx0,7,1.9582336732267493e-05
621,wrapping,7,1.9582336732267493e-05
2438,probably,7,1.9582336732267493e-05
129,unidentified,7,1.9582336732267493e-05
1746,aquatint\r\n,7,1.9582336732267493e-05
389,mercerized,7,1.9582336732267493e-05
3731,georg,7,1.9582336732267493e-05
2648,broken,7,1.9582336732267493e-05
2491,shaped,7,1.9582336732267493e-05
639,fabriccovered,7,1.9582336732267493e-05
1360,aubert,7,1.9582336732267493e-05
2054,emulsion,7,1.9582336732267493e-05
2901,clock,7,1.9582336732267493e-05
1787,decalcomania,7,1.9582336732267493e-05
515,fur,7,1.9582336732267493e-05
509,brushed,7,1.9582336732267493e-05
4110,presentation,7,1.9582336732267493e-05
3423,game,7,1.9582336732267493e-05
2324,beans,7,1.9582336732267493e-05
3013,hotel,7,1.9582336732267493e-05
326,hemp,7,1.9582336732267493e-05
181,e,7,1.9582336732267493e-05
2543,door,7,1.9582336732267493e-05
494,shade,7,1.9582336732267493e-05
2114,sepiatoned,7,1.9582336732267493e-05
1804,joined,7,1.9582336732267493e-05
2521,canvases,7,1.9582336732267493e-05
2017,friedlander,7,1.9582336732267493e-05
571,clay,7,1.9582336732267493e-05
578,epoxycoated,7,1.9582336732267493e-05
2082,camera,7,1.9582336732267493e-05
412,hard,7,1.9582336732267493e-05
3014,nacional,7,1.9582336732267493e-05
3704,name,7,1.9582336732267493e-05
376,padded,7,1.9582336732267493e-05
1552,french,7,1.9582336732267493e-05
1895,flocked,7,1.9582336732267493e-05
1279,museum,7,1.9582336732267493e-05
1199,shopping,7,1.9582336732267493e-05
1073,trial,7,1.9582336732267493e-05
1916,sprayed,7,1.9582336732267493e-05
914,new,7,1.9582336732267493e-05
3673,vintage,7,1.9582336732267493e-05
2497,hinges,7,1.9582336732267493e-05
3534,grommets,7,1.9582336732267493e-05
233,mexican,7,1.9582336732267493e-05
232,spun,7,1.9582336732267493e-05
1134,mat,7,1.9582336732267493e-05
2281,plus,7,1.9582336732267493e-05
1839,waxed,7,1.9582336732267493e-05
1583,richard,7,1.9582336732267493e-05
1269,pamphlet,7,1.9582336732267493e-05
3108,crumpled,7,1.9582336732267493e-05
705,coating,7,1.9582336732267493e-05
312,elastic,7,1.9582336732267493e-05
1571,direction,7,1.9582336732267493e-05
2016,lee,7,1.9582336732267493e-05
3956,alterations,7,1.9582336732267493e-05
89,spiralnotebook,7,1.9582336732267493e-05
2589,neon,7,1.9582336732267493e-05
472,loose,7,1.9582336732267493e-05
950,bfk,7,1.9582336732267493e-05
2253,blank,7,1.9582336732267493e-05
467,tan,7,1.9582336732267493e-05
1738,charles,7,1.9582336732267493e-05
1538,elements,7,1.9582336732267493e-05
2307,capsules,6,1.6784860056229282e-05
1077,portrait,6,1.6784860056229282e-05
1389,inset,6,1.6784860056229282e-05
3017,havana,6,1.6784860056229282e-05
795,rice,6,1.6784860056229282e-05
1278,published,6,1.6784860056229282e-05
1069,kruchenykh,6,1.6784860056229282e-05
493,milk,6,1.6784860056229282e-05
432,patinated,6,1.6784860056229282e-05
2242,j,6,1.6784860056229282e-05
2241,wiping,6,1.6784860056229282e-05
1772,sides,6,1.6784860056229282e-05
165,paper\r\nd,6,1.6784860056229282e-05
2514,unstretched,6,1.6784860056229282e-05
2275,collograph,6,1.6784860056229282e-05
2277,discs,6,1.6784860056229282e-05
487,partially,6,1.6784860056229282e-05
1159,tacks,6,1.6784860056229282e-05
1333,fiorini,6,1.6784860056229282e-05
1655,picasso,6,1.6784860056229282e-05
2994,tiles,6,1.6784860056229282e-05
1260,poetry,6,1.6784860056229282e-05
2309,dropper,6,1.6784860056229282e-05
2644,fixtures,6,1.6784860056229282e-05
101,tip,6,1.6784860056229282e-05
3016,cuba,6,1.6784860056229282e-05
3751,wilhelm,6,1.6784860056229282e-05
971,paris,6,1.6784860056229282e-05
281,polycarbonate,6,1.6784860056229282e-05
1402,positive,6,1.6784860056229282e-05
1822,stationery,6,1.6784860056229282e-05
367,injectionmolded,6,1.6784860056229282e-05
1826,gunpowder,6,1.6784860056229282e-05
2695,missing,6,1.6784860056229282e-05
2694,papiermâché,6,1.6784860056229282e-05
283,gauze,6,1.6784860056229282e-05
1605,novel,6,1.6784860056229282e-05
1515,numbers,6,1.6784860056229282e-05
3484,mother,6,1.6784860056229282e-05
1604,serial,6,1.6784860056229282e-05
2580,floor,6,1.6784860056229282e-05
1121,phonograph,6,1.6784860056229282e-05
1921,electrical,6,1.6784860056229282e-05
1152,calligraphy,6,1.6784860056229282e-05
348,chipboard,6,1.6784860056229282e-05
2680,eggshells,6,1.6784860056229282e-05
3519,viewer,6,1.6784860056229282e-05
695,curly,6,1.6784860056229282e-05
697,harness,6,1.6784860056229282e-05
1555,montval,6,1.6784860056229282e-05
245,perspex,6,1.6784860056229282e-05
3732,tappert,6,1.6784860056229282e-05
2653,right,6,1.6784860056229282e-05
1108,l,6,1.6784860056229282e-05
3317,titel,6,1.6784860056229282e-05
3316,ohne,6,1.6784860056229282e-05
2535,pebbles,6,1.6784860056229282e-05
544,basalt,6,1.6784860056229282e-05
1793,spiralbound,6,1.6784860056229282e-05
1799,fingerprints,6,1.6784860056229282e-05
98,photography,6,1.6784860056229282e-05
559,polyvinyl,6,1.6784860056229282e-05
1863,paper\r\n\r\n,6,1.6784860056229282e-05
2105,stroboscopic,6,1.6784860056229282e-05
104,grease,6,1.6784860056229282e-05
554,body,6,1.6784860056229282e-05
3134,violin,6,1.6784860056229282e-05
864,screening,6,1.6784860056229282e-05
398,handwrought,6,1.6784860056229282e-05
3743,erich,6,1.6784860056229282e-05
1158,spine,5,1.3987383380191068e-05
2333,rolled,5,1.3987383380191068e-05
2327,disc,5,1.3987383380191068e-05
2393,instructions,5,1.3987383380191068e-05
1157,endpapers,5,1.3987383380191068e-05
2385,pill,5,1.3987383380191068e-05
2489,moiré,5,1.3987383380191068e-05
2337,built,5,1.3987383380191068e-05
2488,muslin,5,1.3987383380191068e-05
3282,left,5,1.3987383380191068e-05
1255,diptych,5,1.3987383380191068e-05
2471,cigarette,5,1.3987383380191068e-05
2773,lightbulbs,5,1.3987383380191068e-05
2363,page\r\n,5,1.3987383380191068e-05
2472,sugar,5,1.3987383380191068e-05
1231,logo,5,1.3987383380191068e-05
2764,watch,5,1.3987383380191068e-05
2494,eyes,5,1.3987383380191068e-05
2448,miniature,5,1.3987383380191068e-05
2751,vulcanized,5,1.3987383380191068e-05
2317,razor,5,1.3987383380191068e-05
2313,towel,5,1.3987383380191068e-05
2762,rose,5,1.3987383380191068e-05
1185,solander,5,1.3987383380191068e-05
2626,thermometer,5,1.3987383380191068e-05
3805,anger,5,1.3987383380191068e-05
3530,plating,5,1.3987383380191068e-05
1517,poem,5,1.3987383380191068e-05
3506,opening,5,1.3987383380191068e-05
3508,commercial,5,1.3987383380191068e-05
3511,striker,5,1.3987383380191068e-05
1903,folding,5,1.3987383380191068e-05
1900,rubbing,5,1.3987383380191068e-05
1899,blackboard,5,1.3987383380191068e-05
1544,flyleaf,5,1.3987383380191068e-05
1888,clipped,5,1.3987383380191068e-05
1885,tusche,5,1.3987383380191068e-05
1563,brochure,5,1.3987383380191068e-05
1869,layered,5,1.3987383380191068e-05
1581,used,5,1.3987383380191068e-05
1858,layers,5,1.3987383380191068e-05
3640,sack,5,1.3987383380191068e-05
3248,overlapping,5,1.3987383380191068e-05
1812,figures,5,1.3987383380191068e-05
1623,together,5,1.3987383380191068e-05
1807,distemper,5,1.3987383380191068e-05
1634,accompanying,5,1.3987383380191068e-05
107,diazo,5,1.3987383380191068e-05
1651,figure,5,1.3987383380191068e-05
1654,george,5,1.3987383380191068e-05
1663,hat,5,1.3987383380191068e-05
1668,face,5,1.3987383380191068e-05
3578,spices,5,1.3987383380191068e-05
1714,see,5,1.3987383380191068e-05
1710,utrillo,5,1.3987383380191068e-05
3606,radio,5,1.3987383380191068e-05
3597,package,5,1.3987383380191068e-05
1943,flowers,5,1.3987383380191068e-05
3471,maciunas,5,1.3987383380191068e-05
1274,window,5,1.3987383380191068e-05
2184,stenciled,5,1.3987383380191068e-05
2296,medicine,5,1.3987383380191068e-05
2295,soap,5,1.3987383380191068e-05
2267,photooffset,5,1.3987383380191068e-05
2260,surface,5,1.3987383380191068e-05
2256,photoemulsion,5,1.3987383380191068e-05
2240,selective,5,1.3987383380191068e-05
1334,villon,5,1.3987383380191068e-05
1335,signed,5,1.3987383380191068e-05
1357,words,5,1.3987383380191068e-05
2726,cylinder,5,1.3987383380191068e-05
3755,von,5,1.3987383380191068e-05
1381,institute,5,1.3987383380191068e-05
2199,screenprint\r\n,5,1.3987383380191068e-05
3752,schuler,5,1.3987383380191068e-05
2159,linecut,5,1.3987383380191068e-05
2002,twopart,5,1.3987383380191068e-05
2534,’,5,1.3987383380191068e-05
2118,wet,5,1.3987383380191068e-05
2550,match,5,1.3987383380191068e-05
2057,framed,5,1.3987383380191068e-05
2555,shantung,5,1.3987383380191068e-05
2037,polapan,5,1.3987383380191068e-05
3734,heinrich,5,1.3987383380191068e-05
1440,projected,5,1.3987383380191068e-05
3730,scorched,5,1.3987383380191068e-05
2036,seleniumtoned,5,1.3987383380191068e-05
3726,faded,5,1.3987383380191068e-05
1449,max,5,1.3987383380191068e-05
3706,sided,5,1.3987383380191068e-05
3468,dispenser,5,1.3987383380191068e-05
1845,shoe,5,1.3987383380191068e-05
2441,scored,5,1.3987383380191068e-05
2800,bread,5,1.3987383380191068e-05
698,makers,5,1.3987383380191068e-05
3916,selenium,5,1.3987383380191068e-05
806,straw,5,1.3987383380191068e-05
216,basswood,5,1.3987383380191068e-05
402,bowl,5,1.3987383380191068e-05
1114,lissitzky,5,1.3987383380191068e-05
1113,chagall,5,1.3987383380191068e-05
2849,tray,5,1.3987383380191068e-05
733,cabinet,5,1.3987383380191068e-05
3084,document,5,1.3987383380191068e-05
423,motherofpearl,5,1.3987383380191068e-05
2786,switch,5,1.3987383380191068e-05
338,mohair,5,1.3987383380191068e-05
3065,carton,5,1.3987383380191068e-05
2887,speaker,5,1.3987383380191068e-05
4022,electrofax,5,1.3987383380191068e-05
484,silvered,5,1.3987383380191068e-05
3055,samples,5,1.3987383380191068e-05
506,strap,5,1.3987383380191068e-05
167,paper\r\ne,5,1.3987383380191068e-05
537,rivets,5,1.3987383380191068e-05
538,wheels,5,1.3987383380191068e-05
2917,modeling,5,1.3987383380191068e-05
269,ramie,5,1.3987383380191068e-05
4046,rollerprinted,5,1.3987383380191068e-05
919,sign,5,1.3987383380191068e-05
863,packing,5,1.3987383380191068e-05
4104,dat,5,1.3987383380191068e-05
1150,stefan,5,1.3987383380191068e-05
2811,wheel,5,1.3987383380191068e-05
321,neoprene,5,1.3987383380191068e-05
334,sequins,5,1.3987383380191068e-05
624,lens,4,1.1189906704152854e-05
615,pewtersilver,4,1.1189906704152854e-05
2038,blackandwhite,4,1.1189906704152854e-05
2733,suspended,4,1.1189906704152854e-05
3056,porcelainenameled,4,1.1189906704152854e-05
877,lithgraph,4,1.1189906704152854e-05
3761,krapp,4,1.1189906704152854e-05
880,formed,4,1.1189906704152854e-05
603,straps,4,1.1189906704152854e-05
2049,manipulated,4,1.1189906704152854e-05
1353,pocket,4,1.1189906704152854e-05
2014,chlorobromide,4,1.1189906704152854e-05
2649,doll,4,1.1189906704152854e-05
632,injected,4,1.1189906704152854e-05
595,redwood,4,1.1189906704152854e-05
909,letterhead,4,1.1189906704152854e-05
1989,co,4,1.1189906704152854e-05
3482,clasp,4,1.1189906704152854e-05
1971,rubberized,4,1.1189906704152854e-05
2567,striped,4,1.1189906704152854e-05
1546,reduced,4,1.1189906704152854e-05
1964,circuit,4,1.1189906704152854e-05
3488,tripod,4,1.1189906704152854e-05
2569,nitrate,4,1.1189906704152854e-05
2571,sawdust,4,1.1189906704152854e-05
3750,capek,4,1.1189906704152854e-05
3749,josef,4,1.1189906704152854e-05
3759,otto,4,1.1189906704152854e-05
2060,clothes,4,1.1189906704152854e-05
2059,dress,4,1.1189906704152854e-05
3266,usa,4,1.1189906704152854e-05
1055,duchamp,4,1.1189906704152854e-05
555,viscose,4,1.1189906704152854e-05
563,netting,4,1.1189906704152854e-05
1577,pierre,4,1.1189906704152854e-05
3445,trap,4,1.1189906704152854e-05
2109,enlarged,4,1.1189906704152854e-05
889,notations,4,1.1189906704152854e-05
565,dacron,4,1.1189906704152854e-05
2106,physionotrace,4,1.1189906704152854e-05
2793,chain,4,1.1189906704152854e-05
567,soaked,4,1.1189906704152854e-05
2737,dome,4,1.1189906704152854e-05
568,palisander,4,1.1189906704152854e-05
1327,headpiece,4,1.1189906704152854e-05
1395,stamping,4,1.1189906704152854e-05
2098,work,4,1.1189906704152854e-05
3450,rubberstamp,4,1.1189906704152854e-05
168,paper\r\nf,4,1.1189906704152854e-05
171,ink\r\n,4,1.1189906704152854e-05
581,handthrown,4,1.1189906704152854e-05
582,injection,4,1.1189906704152854e-05
1338,vol,4,1.1189906704152854e-05
1592,headand,4,1.1189906704152854e-05
3457,typewriter,4,1.1189906704152854e-05
1342,kirill,4,1.1189906704152854e-05
2906,baking,4,1.1189906704152854e-05
1344,p,4,1.1189906704152854e-05
2061,hanger,4,1.1189906704152854e-05
3247,cutandstapled,4,1.1189906704152854e-05
1934,stain,4,1.1189906704152854e-05
2578,magna,4,1.1189906704152854e-05
1649,woman,4,1.1189906704152854e-05
1803,overlaid,4,1.1189906704152854e-05
765,wiring,4,1.1189906704152854e-05
1154,soshensky,4,1.1189906704152854e-05
1795,oxide,4,1.1189906704152854e-05
3098,paperboard\r\n,4,1.1189906704152854e-05
3937,cibachrome,4,1.1189906704152854e-05
108,detail,4,1.1189906704152854e-05
784,nuts,4,1.1189906704152854e-05
3935,prop,4,1.1189906704152854e-05
1769,continuous,4,1.1189906704152854e-05
3689,monofilament,4,1.1189906704152854e-05
3930,microphone,4,1.1189906704152854e-05
3558,balloon,4,1.1189906704152854e-05
944,van,4,1.1189906704152854e-05
3675,confirmation,4,1.1189906704152854e-05
122,conte,4,1.1189906704152854e-05
1504,pin,4,1.1189906704152854e-05
3227,recorder,4,1.1189906704152854e-05
1509,maillol,4,1.1189906704152854e-05
102,photoreproduction,4,1.1189906704152854e-05
1709,maurice,4,1.1189906704152854e-05
2625,bell,4,1.1189906704152854e-05
825,handcut,4,1.1189906704152854e-05
3218,bulletin,4,1.1189906704152854e-05
3915,rovana,4,1.1189906704152854e-05
3608,plaque,4,1.1189906704152854e-05
2960,piano,4,1.1189906704152854e-05
3211,silent\r\n,4,1.1189906704152854e-05
761,lucite,4,1.1189906704152854e-05
1817,embroidered,4,1.1189906704152854e-05
1532,rejected,4,1.1189906704152854e-05
3971,us,4,1.1189906704152854e-05
675,nonwoven,4,1.1189906704152854e-05
987,sculptures,4,1.1189906704152854e-05
1923,burned,4,1.1189906704152854e-05
2585,crepe,4,1.1189906704152854e-05
3744,gehre,4,1.1189906704152854e-05
2797,feathers,4,1.1189906704152854e-05
1913,candy,4,1.1189906704152854e-05
1912,sanguine,4,1.1189906704152854e-05
692,india,4,1.1189906704152854e-05
916,times,4,1.1189906704152854e-05
92,sprialnotebook,4,1.1189906704152854e-05
2590,fixture,4,1.1189906704152854e-05
3442,cigar,4,1.1189906704152854e-05
1855,sketchbook,4,1.1189906704152854e-05
3182,tobacco,4,1.1189906704152854e-05
3531,substrate,4,1.1189906704152854e-05
3674,needs,4,1.1189906704152854e-05
199,dowels,4,1.1189906704152854e-05
202,terracotta,4,1.1189906704152854e-05
1850,charred,4,1.1189906704152854e-05
3085,announcement,4,1.1189906704152854e-05
2712,bearings,4,1.1189906704152854e-05
2652,squares,4,1.1189906704152854e-05
861,aluminized,4,1.1189906704152854e-05
2705,transformer,4,1.1189906704152854e-05
860,twocolor,4,1.1189906704152854e-05
752,bizenware,4,1.1189906704152854e-05
3711,typeface,4,1.1189906704152854e-05
1151,martin,4,1.1189906704152854e-05
1358,louis,4,1.1189906704152854e-05
1107,full,4,1.1189906704152854e-05
2224,brazilian,4,1.1189906704152854e-05
1089,throughout,4,1.1189906704152854e-05
2515,earth,4,1.1189906704152854e-05
2226,bill,4,1.1189906704152854e-05
346,majolica,4,1.1189906704152854e-05
2749,velvetcovered,4,1.1189906704152854e-05
2973,bow,4,1.1189906704152854e-05
340,gimp,4,1.1189906704152854e-05
2490,rowlux,4,1.1189906704152854e-05
3029,birchveneer,4,1.1189906704152854e-05
1181,umbria,4,1.1189906704152854e-05
401,oxidized,4,1.1189906704152854e-05
3023,congress,4,1.1189906704152854e-05
3301,deutsche,4,1.1189906704152854e-05
2451,washes,4,1.1189906704152854e-05
403,stem,4,1.1189906704152854e-05
3022,library,4,1.1189906704152854e-05
1094,sergei,4,1.1189906704152854e-05
479,sculptured,4,1.1189906704152854e-05
2331,food,4,1.1189906704152854e-05
2771,number,4,1.1189906704152854e-05
448,rush,4,1.1189906704152854e-05
2276,sugarlift,4,1.1189906704152854e-05
1128,inside,4,1.1189906704152854e-05
3027,laser,4,1.1189906704152854e-05
2500,house,4,1.1189906704152854e-05
2274,hole,4,1.1189906704152854e-05
2481,housed,4,1.1189906704152854e-05
2264,file,4,1.1189906704152854e-05
2513,fragments,4,1.1189906704152854e-05
2506,bark,4,1.1189906704152854e-05
2372,trent,4,1.1189906704152854e-05
2257,uninked,4,1.1189906704152854e-05
2373,hmp,4,1.1189906704152854e-05
2929,hotrolled,4,1.1189906704152854e-05
1136,bristol,4,1.1189906704152854e-05
2509,primed,4,1.1189906704152854e-05
3864,check,4,1.1189906704152854e-05
2219,hook,4,1.1189906704152854e-05
1276,english,4,1.1189906704152854e-05
512,castinjected,4,1.1189906704152854e-05
146,selectively,4,1.1189906704152854e-05
1288,robert,4,1.1189906704152854e-05
410,copperplated,4,1.1189906704152854e-05
3792,bruno,4,1.1189906704152854e-05
2177,partly,4,1.1189906704152854e-05
1106,purple,4,1.1189906704152854e-05
499,flat,4,1.1189906704152854e-05
2322,fingerprint,4,1.1189906704152854e-05
4054,blueline,4,1.1189906704152854e-05
4050,adhesivebacked,4,1.1189906704152854e-05
530,decorated,4,1.1189906704152854e-05
2760,magnets,4,1.1189906704152854e-05
314,steambent,4,1.1189906704152854e-05
1147,complete,4,1.1189906704152854e-05
1063,aluminumcoated,4,1.1189906704152854e-05
2180,serigraph\r\n\r\ncolor,4,1.1189906704152854e-05
405,shock,4,1.1189906704152854e-05
2537,duration,4,1.1189906704152854e-05
2419,blended,4,1.1189906704152854e-05
2420,inking,4,1.1189906704152854e-05
1167,reading,4,1.1189906704152854e-05
1156,flower,4,1.1189906704152854e-05
3003,shellacbased,4,1.1189906704152854e-05
327,webbing,4,1.1189906704152854e-05
2189,backing,4,1.1189906704152854e-05
1067,k,4,1.1189906704152854e-05
1066,copied,4,1.1189906704152854e-05
2940,model,4,1.1189906704152854e-05
534,chromium,4,1.1189906704152854e-05
1763,maquette,3,8.392430028114641e-06
734,tinned,3,8.392430028114641e-06
3234,street,3,8.392430028114641e-06
785,bolt,3,8.392430028114641e-06
1776,papier,3,8.392430028114641e-06
25,frosted,3,8.392430028114641e-06
1777,mâché,3,8.392430028114641e-06
1834,punchedandpasted,3,8.392430028114641e-06
2942,stuffed,3,8.392430028114641e-06
776,pipe,3,8.392430028114641e-06
1831,artificial,3,8.392430028114641e-06
1778,globe,3,8.392430028114641e-06
2328,dice,3,8.392430028114641e-06
2492,coins,3,8.392430028114641e-06
2842,definition,3,8.392430028114641e-06
803,canister,3,8.392430028114641e-06
2841,dictionary,3,8.392430028114641e-06
3540,pal,3,8.392430028114641e-06
766,ferrite,3,8.392430028114641e-06
1796,candle,3,8.392430028114641e-06
3088,installation,3,8.392430028114641e-06
1827,blood,3,8.392430028114641e-06
394,damask,3,8.392430028114641e-06
3236,shoes,3,8.392430028114641e-06
2343,pole,3,8.392430028114641e-06
388,wicker,3,8.392430028114641e-06
2348,matchstick,3,8.392430028114641e-06
801,rug,3,8.392430028114641e-06
2915,polychromed,3,8.392430028114641e-06
3028,products,3,8.392430028114641e-06
3620,container,3,8.392430028114641e-06
2394,instruction,3,8.392430028114641e-06
